timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
6,-1.07,1.07,6.47,-0.17,-0.17,-0.08
25,-0.54,-0.34,9.16,0.02,0.1,0.12
46,0.92,0.96,11.03,0.02,0.07,0.1
66,0.19,1.0,10.07,-0.1,0.08,0.0
86,-1.49,-0.19,8.31,-0.08,0.15,0.0
107,-1.19,1.11,9.84,-0.02,0.03,0.01
126,-2.45,1.38,8.54,-0.07,0.09,-0.06
146,0.5,-0.73,9.2,-0.1,-0.07,-0.12
166,-1.23,-0.04,10.27,-0.06,0.14,-0.12
186,-1.99,-0.57,7.32,-0.03,0.09,-0.08
207,-2.03,0.5,8.58,0.01,-0.01,-0.07
227,-0.04,0.69,12.18,-0.05,-0.06,-0.12
246,-0.8,0.0,8.73,0.04,0.1,-0.04
266,-0.23,0.65,9.16,0.03,-0.05,-0.03
286,-0.27,0.54,9.58,0.02,0.02,-0.08
306,-1.04,1.34,10.57,0.01,0.0,-0.16
326,0.57,1.11,10.69,-0.05,-0.09,-0.22
346,-1.53,0.73,9.0,-0.05,0.01,-0.2
366,-2.07,0.08,8.81,0.02,-0.01,-0.25
386,-0.5,0.8,9.58,-0.02,-0.1,-0.32
406,0.3,-0.23,10.0,0.03,0.02,-0.26
426,1.0,-0.57,8.73,0.09,0.07,-0.14
446,-1.84,-0.27,7.63,0.11,-0.05,-0.02
467,0.88,-2.68,10.77,0.15,-0.1,0.02
486,2.84,-2.76,13.06,0.21,-0.02,0.24
506,-1.46,-2.34,8.62,0.33,0.23,0.33
526,-1.04,-2.76,8.04,0.34,-0.17,0.43
546,-0.34,-0.5,9.89,0.27,-0.01,0.38
566,-1.72,-1.19,8.85,0.33,-0.04,0.49
587,-0.46,-0.04,9.3,0.33,-0.05,0.54
607,-1.19,-0.3,8.46,0.33,-0.04,0.64
626,1.99,-1.38,11.8,0.25,-0.12,0.7
646,-0.8,-0.15,13.37,0.28,0.21,0.78
666,-0.69,-1.07,10.07,0.35,0.17,0.88
686,-3.6,-0.8,6.02,0.25,-0.1,0.7
706,0.46,0.11,15.36,0.09,-0.15,0.65
727,-3.03,-0.84,9.31,0.17,0.31,0.66
746,-1.68,-2.03,7.66,0.22,0.16,0.66
766,-1.27,2.07,7.59,0.06,-0.05,0.54
786,-0.96,0.27,10.77,-0.01,0.04,0.41
806,0.3,-0.77,11.6,0.03,0.2,0.46
826,-1.91,0.0,10.84,0.04,0.31,0.45
847,-5.05,-1.04,9.77,0.05,0.19,0.43
867,-3.79,-1.53,9.8,0.06,0.15,0.33
886,-3.75,-0.3,8.31,0.05,0.16,0.16
906,-0.77,-0.23,7.66,0.05,0.01,0.12
926,-0.61,-0.54,8.5,0.04,0.08,0.09
946,1.65,-0.27,11.22,0.08,0.03,0.2
967,0.92,-1.38,8.39,0.11,0.08,0.33
987,1.11,-0.73,10.0,0.19,0.03,0.45
1006,1.11,0.15,10.92,0.12,0.04,0.51
1026,1.11,-2.11,12.52,0.16,0.07,0.64
1047,-2.49,-0.34,9.43,0.19,0.17,0.7
