timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
6,3.98,-3.48,11.03,0.04,-0.27,0.09
26,-4.41,0.15,9.2,-0.06,-0.1,-0.03
47,-0.27,3.71,10.5,-0.04,-0.13,0.12
66,5.67,0.96,8.74,-0.06,-0.23,0.06
86,-1.57,-1.34,11.38,0.01,-0.06,0.1
107,-1.57,-1.34,11.38,-0.09,0.18,-0.14
126,-4.25,-1.65,11.34,-0.07,0.1,0.0
147,-4.25,-1.65,11.34,-0.03,-0.04,-0.05
167,-2.38,0.77,5.75,-0.13,0.09,0.04
186,-1.57,-1.8,10.07,-0.1,-0.02,0.03
206,0.65,-0.84,10.19,-0.06,-0.15,0.04
226,-0.15,-0.15,11.68,-0.04,-0.12,0.06
247,-0.15,-0.15,11.68,-0.14,0.19,-0.12
266,0.69,0.11,9.27,-0.15,-0.1,-0.09
286,3.95,-5.02,12.79,-0.11,-0.05,-0.09
307,3.33,-4.33,13.07,0.09,0.07,-0.09
326,-4.02,0.42,6.24,-0.24,0.53,-0.46
346,-2.61,3.33,3.75,-0.21,0.4,-0.39
367,2.87,-3.75,17.24,-0.1,-0.52,-0.22
386,0.8,3.83,8.74,-0.04,0.06,-0.0
406,0.15,-0.61,8.78,-0.19,0.07,-0.23
426,2.72,-1.42,14.33,-0.15,-0.15,-0.33
446,-2.22,0.23,8.82,-0.02,0.23,-0.26
467,-1.68,0.57,9.23,-0.16,0.2,-0.28
487,-0.69,0.04,8.58,-0.17,-0.16,-0.34
507,-2.95,1.61,10.73,-0.07,0.03,-0.2
527,-3.95,-0.92,7.62,-0.06,0.01,-0.1
546,5.32,-0.5,10.65,-0.06,0.01,-0.1
566,5.02,-4.29,13.03,-0.03,-0.29,-0.15
586,-1.07,-0.19,9.23,-0.02,0.02,-0.12
606,1.23,-2.57,9.39,-0.15,0.43,-0.21
627,0.46,-0.57,8.27,-0.06,0.09,-0.23
647,-3.87,-0.46,11.34,-0.06,0.13,-0.11
667,-1.38,1.88,8.35,-0.03,0.17,-0.27
687,-0.46,0.92,9.69,-0.14,0.0,-0.41
706,1.04,1.88,10.11,-0.14,0.0,-0.41
726,-1.88,-0.27,9.46,-0.14,0.0,-0.41
747,0.11,-1.68,8.62,-0.06,0.23,-0.19
767,-1.91,-1.68,6.89,-0.04,-0.06,-0.09
786,-2.14,-2.53,9.69,0.02,0.05,-0.12
806,1.49,-1.49,9.27,0.02,0.05,-0.12
826,-3.87,-1.38,7.7,0.02,0.05,-0.12
846,0.73,-0.08,10.0,0.02,0.04,-0.16
866,-3.37,-0.11,10.34,0.01,-0.13,-0.14
887,-1.65,-0.42,11.49,0.01,-0.13,-0.14
906,0.15,-0.3,8.5,0.04,-0.19,-0.03
927,-1.15,-2.22,9.5,0.04,-0.19,-0.03
946,1.68,-1.07,10.11,-0.0,-0.08,-0.14
966,1.68,-0.96,9.81,-0.0,0.02,-0.21
987,-2.84,-0.57,5.63,-0.0,0.02,-0.21
1007,1.04,-0.11,9.04,-0.0,0.02,-0.21
1026,-4.45,-0.46,6.4,0.0,-0.17,-0.21
1046,5.63,-0.57,16.36,0.0,-0.17,-0.21
1067,0.8,-2.07,11.84,0.0,-0.17,-0.21
1086,-2.18,0.54,12.83,0.13,0.47,-0.12
1106,1.49,-1.42,10.65,0.13,0.47,-0.12
1126,-1.99,0.65,8.43,0.05,-0.0,-0.13
1147,1.42,-1.57,10.41,0.05,-0.0,-0.13
1166,-2.68,0.57,9.54,0.05,0.02,-0.22
1187,0.5,-0.04,7.93,0.05,0.02,-0.22
1206,2.49,-1.0,9.93,0.0,-0.1,-0.29
1226,4.37,-0.69,10.27,0.08,0.08,-0.23
1247,-1.91,-0.88,8.43,0.08,0.08,-0.23
1266,1.72,0.19,9.08,0.12,0.03,-0.08
1286,-7.97,0.19,10.23,0.12,0.03,-0.08
1307,0.0,1.0,7.47,0.11,0.32,-0.06
1326,-2.18,0.19,6.79,0.03,-0.22,-0.02
1347,1.76,-1.88,15.7,0.05,-0.17,0.04
1366,2.07,-2.61,8.89,0.16,0.1,0.08
1386,-1.11,-3.33,10.8,0.16,0.1,0.08
1406,1.99,-1.49,8.78,0.16,0.1,0.08
1426,-0.34,-0.77,8.93,0.14,-0.02,0.07
1447,-0.27,-1.23,10.99,0.13,-0.01,-0.01
1467,-0.3,0.42,8.46,0.14,0.03,-0.01
1486,1.27,-1.23,9.69,0.09,-0.09,0.01
1507,-1.23,-0.54,10.39,0.13,0.01,0.05
1526,-2.84,-0.73,8.46,0.14,0.13,0.09
1547,1.0,-0.84,7.97,0.14,-0.01,0.13
1567,-2.38,-1.46,10.84,0.05,-0.07,0.06
1586,-1.23,-0.46,9.92,0.07,0.03,-0.01
1606,2.95,-0.88,10.03,0.05,-0.03,-0.04
1627,-1.68,-1.11,9.42,0.05,0.15,-0.03
1646,1.76,0.08,9.12,0.05,0.15,-0.03
1667,-0.27,0.15,9.23,0.02,-0.03,-0.06
1687,0.0,-0.54,9.89,0.02,0.11,-0.07
1706,-1.34,0.8,8.77,0.0,0.06,-0.12
1726,-0.84,0.42,8.36,-0.01,-0.06,-0.09
1747,1.11,-0.92,10.69,0.01,0.0,-0.09
1766,-1.53,-0.11,9.08,0.01,0.0,-0.09
1787,-1.46,-0.54,7.21,0.01,0.04,-0.03
1806,0.42,-0.77,11.99,0.01,-0.07,-0.05
1826,0.34,-1.53,9.84,0.04,-0.02,-0.09
1847,-1.76,-0.61,8.35,0.02,0.02,-0.04
1867,0.57,-1.42,10.57,0.02,-0.05,-0.06
1887,0.11,-0.3,10.54,0.08,0.03,-0.02
1906,-3.87,1.23,5.52,0.04,0.03,-0.02
1927,3.29,-0.15,11.5,0.0,-0.26,-0.01
1947,1.91,-2.14,8.46,0.03,-0.28,-0.08
1967,1.23,-1.38,10.84,0.02,-0.03,-0.07
1987,0.77,-0.15,10.69,0.13,0.1,0.01
2007,1.91,3.18,12.64,0.02,0.03,0.02
2026,-1.57,-2.38,8.12,0.01,0.01,-0.05
2048,-1.3,0.73,9.2,0.01,0.06,-0.07
2067,-0.34,0.38,10.41,0.04,0.04,-0.05
2086,-0.69,-0.46,9.88,0.08,0.1,0.05
2106,-4.02,-0.46,7.47,0.04,0.09,0.01
