timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
18,-0.8,1.38,8.58,-0.41,0.13,-0.09
31,-1.95,1.91,7.17,-0.8,0.29,-0.82
52,-0.11,3.41,8.62,-0.95,0.18,-1.08
71,0.19,0.42,9.16,-0.86,0.05,-1.17
92,1.19,2.99,9.43,-0.82,-0.03,-1.29
112,-1.04,2.41,9.31,-0.88,0.18,-1.45
132,1.15,0.77,9.73,-0.85,0.25,-1.48
151,1.84,-0.69,10.15,-0.67,0.07,-1.38
172,0.8,-0.46,9.81,-0.6,0.18,-1.34
192,0.46,-1.34,8.89,-0.56,0.16,-1.22
212,-0.38,-3.26,9.84,-0.49,0.12,-1.16
232,-3.29,-1.61,8.28,-0.38,0.3,-0.91
252,1.61,-1.95,11.41,-0.32,0.29,-0.78
271,4.06,-3.18,13.45,-0.1,-0.09,-0.49
291,-4.41,-1.95,9.54,-0.18,0.57,-0.39
312,-0.92,-0.08,9.12,-0.28,0.41,-0.4
332,-0.77,-1.91,9.39,-0.16,-0.15,-0.29
352,-0.08,1.15,10.69,-0.19,-0.08,-0.37
372,-0.27,-0.3,9.88,-0.29,0.22,-0.52
392,-0.27,0.42,9.84,-0.3,0.1,-0.63
411,-1.49,0.54,9.54,-0.31,0.13,-0.66
432,1.0,0.73,9.77,-0.31,0.1,-0.71
452,-0.88,-1.61,10.0,-0.26,0.21,-0.69
472,-1.07,-1.53,8.92,-0.28,0.12,-0.72
492,-1.8,-2.61,8.73,-0.28,0.17,-0.64
512,0.15,-1.34,10.3,-0.22,0.04,-0.59
532,0.0,-1.38,10.39,-0.18,0.17,-0.67
552,-0.08,0.08,9.2,-0.28,0.19,-0.76
572,1.57,1.15,10.61,-0.32,0.13,-0.87
593,1.42,-0.23,11.11,-0.32,0.13,-0.91
612,0.11,-0.54,10.0,-0.29,0.28,-0.95
632,-0.8,-1.68,10.15,-0.29,0.19,-0.98
651,1.88,-0.77,10.5,-0.28,0.16,-1.02
672,-0.3,-1.27,9.08,-0.29,0.3,-1.1
692,-2.57,-1.04,9.61,-0.24,0.31,-1.02
712,0.34,-0.65,9.39,-0.21,0.27,-0.98
732,-1.8,0.92,11.46,-0.21,0.2,-0.94
753,-0.19,0.92,9.84,-0.21,0.36,-0.84
772,-2.49,-0.08,8.73,-0.2,0.28,-0.82
791,-2.34,-0.54,9.23,-0.22,0.27,-0.83
812,1.38,-1.91,11.64,-0.17,0.19,-0.86
832,0.96,-2.95,10.84,-0.17,0.47,-0.84
853,-1.49,-1.04,9.65,-0.2,0.49,-0.87
871,0.42,-2.45,10.11,-0.1,0.24,-0.8
892,-1.15,-0.65,9.81,-0.09,0.34,-0.73
912,-2.14,-0.19,9.23,-0.12,0.33,-0.7
932,-0.42,-0.27,11.11,-0.08,0.24,-0.74
