timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
5,-0.88,0.04,10.39,-0.06,0.08,-0.14
25,2.11,1.0,10.53,0.05,-0.02,0.18
46,2.14,-0.61,13.37,0.11,-0.1,0.11
65,-2.61,-0.57,9.77,0.12,0.18,0.24
86,-1.46,0.27,8.7,0.04,-0.07,0.13
106,-3.45,0.19,8.27,0.04,-0.06,0.24
127,0.5,-1.07,10.07,0.05,-0.14,0.18
145,0.23,0.77,11.8,0.03,0.08,0.15
166,0.42,-1.0,10.92,0.04,0.06,0.12
186,-2.26,0.04,8.35,0.01,0.11,0.11
206,-1.57,1.65,8.32,-0.1,-0.06,0.03
226,0.04,-0.57,8.58,-0.04,-0.15,0.13
247,-0.88,0.5,10.11,0.01,0.08,0.1
266,-0.42,0.3,7.43,-0.06,0.17,0.11
286,-0.11,-0.54,10.45,-0.13,-0.06,0.01
306,-0.15,-1.07,10.5,-0.08,0.03,0.05
326,0.92,-1.19,8.5,-0.08,-0.05,0.07
346,0.92,-1.19,8.5,-0.08,0.1,0.15
367,0.08,-0.57,8.73,-0.04,-0.01,0.16
386,-1.68,1.99,6.97,-0.06,0.05,0.29
406,1.19,-0.96,11.19,-0.12,-0.14,0.18
426,-1.42,-1.72,11.38,-0.04,0.08,0.12
446,-3.71,0.42,7.47,-0.18,0.24,-0.01
466,-3.6,-0.5,7.12,-0.21,-0.02,-0.05
487,0.5,0.08,11.11,-0.15,-0.13,-0.14
507,-0.46,2.49,8.7,-0.12,0.08,-0.06
527,0.19,1.34,10.73,-0.21,0.12,-0.21
546,0.46,0.23,10.38,-0.21,0.07,-0.32
566,-1.95,1.38,7.12,-0.25,0.05,-0.27
586,-1.27,0.46,7.7,-0.22,-0.06,-0.18
606,-0.46,-1.53,6.4,-0.11,-0.07,-0.07
627,0.73,-0.88,8.81,-0.04,0.01,-0.04
646,0.84,-0.77,8.84,-0.1,0.03,-0.04
666,-2.3,-0.38,11.99,-0.07,0.18,-0.06
686,-2.03,-0.04,7.55,-0.02,-0.01,0.07
706,-0.3,-0.5,6.66,-0.07,-0.18,0.18
726,-0.3,-0.5,6.66,-0.06,0.02,0.15
747,1.46,-2.99,11.57,-0.02,0.03,0.13
766,-1.15,-1.07,6.86,-0.1,0.1,0.15
786,-1.15,-1.07,6.86,0.01,-0.18,0.18
806,-2.14,-2.57,9.84,0.12,0.19,0.26
826,-2.14,-2.57,9.84,-0.14,0.06,0.08
846,-1.65,-0.8,9.69,-0.06,-0.08,0.3
866,-1.65,-0.8,9.69,-0.03,-0.12,0.28
886,0.19,0.42,10.07,-0.07,-0.01,0.34
906,-1.19,-1.65,11.19,-0.15,0.06,0.09
926,-1.76,-0.61,9.35,-0.16,0.08,-0.07
946,-1.76,-0.61,9.35,-0.27,0.02,-0.15
966,0.46,0.96,8.5,-0.3,-0.04,-0.23
986,0.46,0.96,8.5,-0.27,0.1,-0.26
1006,-0.92,2.99,10.27,-0.35,0.12,-0.36
1027,-1.0,1.42,9.8,-0.41,0.07,-0.43
1045,-1.0,1.42,9.8,-0.37,0.13,-0.41
1066,0.19,-0.88,9.65,-0.36,-0.04,-0.46
1086,0.19,-0.88,9.65,-0.31,0.08,-0.38
1106,-0.46,1.27,11.46,-0.31,0.18,-0.36
1126,-0.46,1.27,11.46,-0.25,0.01,-0.14
1146,3.71,-1.91,13.64,-0.26,-0.11,-0.07
1166,1.46,-3.52,11.72,-0.08,-0.05,-0.12
1186,-0.61,0.08,7.36,-0.21,0.26,-0.06
1206,-0.61,0.08,7.36,-0.21,0.0,-0.16
1226,0.0,-1.99,9.12,-0.13,-0.11,-0.07
1246,0.0,-1.99,9.12,-0.15,-0.06,-0.04
1266,-0.69,-1.23,10.46,-0.15,0.11,-0.21
1286,-0.84,-0.54,10.11,-0.11,0.13,-0.18
1306,-0.84,-0.54,10.11,-0.19,0.15,-0.21
