timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
20,-2.3,-2.91,6.93,-0.01,-0.05,0.21
35,1.27,2.07,11.5,-0.06,-0.09,0.05
56,1.27,2.07,11.5,-0.05,0.22,0.01
75,1.65,-0.42,9.23,-0.1,-0.15,-0.07
96,1.65,-0.42,9.23,-0.09,-0.05,-0.01
116,-0.73,-0.11,8.46,-0.12,0.01,0.02
136,-1.23,-0.73,10.39,-0.1,-0.07,0.04
155,-1.49,0.38,9.16,-0.05,-0.03,0.15
176,-1.49,0.38,9.16,-0.05,-0.12,0.15
195,-1.99,0.61,9.04,-0.08,0.14,0.15
215,-0.5,-1.19,7.32,-0.08,0.06,0.2
236,0.8,-0.8,7.97,-0.09,-0.14,0.27
255,-1.88,0.08,10.27,-0.12,0.21,0.27
275,-1.19,-0.04,7.43,-0.05,0.18,0.27
295,-0.04,-1.23,9.23,-0.14,-0.13,0.19
315,-1.15,-0.5,9.38,-0.11,0.01,0.25
335,0.96,0.19,9.34,-0.18,0.04,0.11
356,1.3,0.38,9.38,-0.25,0.05,-0.08
375,-1.07,0.19,9.58,-0.27,0.09,-0.14
396,-1.07,0.19,9.58,-0.24,0.07,-0.21
416,0.57,0.5,10.54,-0.24,0.11,-0.21
436,-0.88,2.3,8.04,-0.28,0.02,-0.28
455,0.8,1.99,9.3,-0.31,-0.08,-0.33
475,0.3,0.38,9.34,-0.35,0.05,-0.4
496,1.19,0.23,11.0,-0.3,-0.02,-0.37
516,0.08,1.11,9.38,-0.28,0.12,-0.38
536,0.65,-0.27,9.23,-0.29,0.01,-0.45
555,0.73,-0.73,10.15,-0.33,0.03,-0.53
575,-0.11,-1.19,8.74,-0.29,0.1,-0.56
595,0.23,-0.77,9.96,-0.24,0.07,-0.53
616,-0.23,-0.19,9.0,-0.24,0.05,-0.55
636,2.07,-0.65,10.3,-0.24,0.05,-0.55
656,1.99,-0.65,10.61,-0.17,0.11,-0.5
675,0.08,-0.57,8.66,-0.17,0.11,-0.5
695,1.0,-0.61,9.42,-0.12,0.03,-0.52
715,2.18,-1.04,11.19,-0.1,0.0,-0.54
735,0.3,-1.19,11.42,-0.04,0.19,-0.53
755,0.0,-1.46,8.5,0.0,0.11,-0.52
776,0.84,-1.15,9.2,-0.02,0.03,-0.54
795,0.08,-0.3,10.61,-0.02,0.03,-0.54
815,-0.92,-1.38,9.58,0.04,0.12,-0.3
835,0.0,-2.87,8.7,0.04,0.12,-0.3
855,1.04,-3.22,9.61,0.04,0.12,-0.3
875,0.34,-3.45,10.53,0.04,0.12,-0.3
896,-0.19,-2.22,9.73,0.22,0.09,0.13
916,0.84,-1.8,8.58,0.24,-0.0,0.21
936,0.27,-1.19,8.7,0.24,-0.0,0.21
956,1.11,-1.68,9.04,0.2,-0.02,0.2
975,-0.04,-1.46,9.85,0.17,0.01,0.13
995,0.23,-1.46,8.93,0.17,0.01,0.11
1015,-0.15,-0.19,9.93,0.15,-0.06,0.12
1035,0.69,-0.92,8.66,0.15,-0.06,0.12
1055,1.46,-0.73,9.65,0.15,-0.06,0.12
1075,0.73,-0.96,10.73,0.15,-0.06,0.12
1095,2.14,-1.38,10.19,0.15,-0.06,0.12
1115,0.11,-1.07,8.84,0.11,-0.0,-0.01
1136,1.34,0.23,9.77,0.11,-0.0,-0.01
