timestamp,quatI,quatJ,quatK,quatReal
Straight
367865073,0.04,0.05,0.03,1.00
367874803,0.04,0.05,0.03,1.00
367875997,-0.03,0.03,0.00,1.00
367877171,-0.03,0.03,0.00,1.00
367878988,-0.03,0.03,0.00,1.00
367881608,-0.03,0.03,0.00,1.00
367884380,-0.03,0.03,0.00,1.00
367886893,-0.03,0.03,0.00,1.00
367889022,-0.03,0.03,0.00,1.00
367891917,-0.03,0.03,0.00,1.00
367895033,-0.03,0.03,-0.00,1.00
367897915,-0.03,0.03,-0.00,1.00
367900935,-0.03,0.03,-0.00,1.00
367903936,-0.03,0.03,-0.00,1.00
367907201,-0.03,0.03,-0.00,1.00
367909927,-0.03,0.03,-0.00,1.00
367913003,-0.03,0.03,-0.00,1.00
367915922,-0.03,0.03,-0.00,1.00
367919613,-0.03,0.03,-0.00,1.00
367922125,-0.03,0.03,-0.00,1.00
367924925,-0.03,0.03,-0.00,1.00
367927977,-0.03,0.03,-0.00,1.00
367931595,-0.03,0.03,-0.00,1.00
367933929,-0.03,0.03,-0.00,1.00
367937191,-0.03,0.03,-0.00,1.00
367985031,-0.03,0.03,-0.00,1.00
367994920,-0.03,0.03,-0.00,1.00
367996120,-0.03,0.03,-0.01,1.00
367997316,-0.03,0.03,-0.01,1.00
367999958,-0.03,0.03,-0.01,1.00
368001683,-0.03,0.03,-0.01,1.00
368004808,-0.03,0.03,-0.01,1.00
368007606,-0.03,0.03,-0.01,1.00
368008940,-0.03,0.03,-0.01,1.00
368012131,-0.03,0.03,-0.01,1.00
368014948,-0.02,0.03,-0.01,1.00
368017948,-0.02,0.03,-0.01,1.00
368020940,-0.02,0.03,-0.01,1.00
368023938,-0.02,0.03,-0.01,1.00
368027086,-0.02,0.03,-0.01,1.00
368029938,-0.02,0.03,-0.01,1.00
368032914,-0.02,0.03,-0.01,1.00
368035935,-0.02,0.03,-0.01,1.00
368039618,-0.02,0.03,-0.01,1.00
368042041,-0.02,0.03,-0.01,1.00
368044949,-0.02,0.03,-0.01,1.00
368047979,-0.02,0.03,-0.01,1.00
368051664,-0.02,0.03,-0.01,1.00
368054791,-0.02,0.03,-0.01,1.00
368057005,-0.02,0.03,-0.01,1.00
368059940,-0.02,0.03,-0.01,1.00
368063047,-0.02,0.03,-0.01,1.00
368065933,-0.02,0.03,-0.01,1.00
368069584,-0.02,0.03,-0.01,1.00
368071968,-0.02,0.03,-0.01,1.00
368074982,-0.02,0.03,-0.01,1.00
368077926,-0.02,0.03,-0.01,1.00
368081590,-0.02,0.03,-0.01,1.00
368083938,-0.02,0.03,-0.01,1.00
368087133,-0.02,0.03,-0.01,1.00
368089921,-0.02,0.03,-0.01,1.00
368092915,-0.02,0.03,-0.01,1.00
368095935,-0.02,0.03,-0.01,1.00
368099576,-0.02,0.03,-0.01,1.00
368101985,-0.02,0.03,-0.01,1.00
368104954,-0.02,0.03,-0.01,1.00
368107953,-0.02,0.03,-0.01,1.00
368111647,-0.02,0.03,-0.01,1.00
368113983,-0.02,0.03,-0.01,1.00
368116936,-0.02,0.03,-0.01,1.00
368119915,-0.02,0.03,-0.01,1.00
368122917,-0.02,0.03,-0.01,1.00
368126612,-0.02,0.03,-0.00,1.00
368129117,-0.01,0.03,-0.00,1.00
368131947,-0.01,0.03,-0.00,1.00
368134912,-0.01,0.03,-0.00,1.00
368138008,-0.01,0.03,-0.00,1.00
368141603,-0.01,0.03,-0.00,1.00
368143929,-0.01,0.03,-0.00,1.00
368146916,-0.01,0.03,-0.00,1.00
368149934,-0.01,0.03,0.00,1.00
368152916,-0.01,0.03,0.00,1.00
368155931,-0.01,0.03,0.00,1.00
368160037,-0.01,0.03,0.00,1.00
368162026,-0.01,0.03,0.00,1.00
368164981,-0.01,0.03,0.00,1.00
368167964,-0.01,0.03,0.00,1.00
368171660,-0.01,0.03,0.00,1.00
368174009,-0.01,0.03,0.00,1.00
368177010,-0.01,0.03,0.00,1.00
368179943,-0.01,0.03,0.01,1.00
368182922,-0.01,0.03,0.01,1.00
368186838,-0.01,0.03,0.01,1.00
368188941,-0.01,0.03,0.01,1.00
368191945,-0.01,0.03,0.01,1.00
368194928,-0.01,0.03,0.01,1.00
368197912,-0.01,0.03,0.01,1.00
368201581,-0.01,0.03,0.01,1.00
368203927,-0.01,0.03,0.01,1.00
368206935,-0.01,0.03,0.01,1.00
368209926,-0.01,0.03,0.01,1.00
368213661,-0.01,0.03,0.01,1.00
368215935,-0.01,0.03,0.01,1.00
368218975,-0.01,0.03,0.01,1.00
