timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
Left Turn
476338665,-0.19,-3.41,8.89,-0.04,0.01,0.39,3.25,-0.38,-48.94
476355327,-0.19,-3.41,8.89,-0.07,0.01,0.34,3.25,-0.38,-48.94
476358057,-0.19,-3.41,8.89,0.33,-0.02,1.17,3.25,-0.38,-48.94
476367044,1.07,-1.34,8.82,0.33,-0.02,1.17,3.25,-0.38,-48.94
476377812,1.07,-1.34,8.82,0.38,-0.02,1.33,3.25,-0.38,-48.94
476387790,1.07,-1.34,8.82,0.37,-0.00,1.43,3.25,-0.38,-48.94
476398129,1.07,-1.34,8.82,0.38,0.01,1.48,3.25,-0.38,-48.94
476407892,1.07,-1.34,8.82,0.41,-0.02,1.54,3.25,-0.38,-48.94
476417901,1.07,-1.34,8.82,0.43,0.02,1.59,3.25,-0.38,-48.94
476427384,1.07,-1.34,8.82,0.43,0.03,1.62,3.25,-0.38,-48.94
476438136,1.07,-1.34,8.82,0.42,0.07,1.61,3.25,-0.38,-48.94
476447840,1.07,-1.34,8.82,0.44,0.08,1.59,3.25,-0.38,-48.94
476457872,1.07,-1.34,8.82,0.44,0.06,1.55,3.25,-0.38,-48.94
476468331,1.07,-1.34,8.82,0.41,0.09,1.48,3.25,-0.38,-48.94
476477808,1.07,-1.34,8.82,0.38,0.04,1.38,3.25,-0.38,-48.94
476487841,1.07,-1.34,8.82,0.34,0.03,1.30,3.25,-0.38,-48.94
476498097,1.07,-1.34,8.82,0.25,0.09,1.21,3.25,-0.38,-48.94
476508196,1.07,-1.34,8.82,0.20,0.08,1.14,3.25,-0.38,-48.94
476517896,1.07,-1.34,8.82,0.18,0.13,1.12,3.25,-0.38,-48.94
476527840,1.07,-1.34,8.82,0.14,0.21,1.09,3.25,-0.38,-48.94
476538233,1.07,-1.34,8.82,0.13,0.18,1.05,3.25,-0.38,-48.94
476547856,1.07,-1.34,8.82,0.11,0.19,1.01,3.25,-0.38,-48.94
476557810,1.07,-1.34,8.82,0.08,0.20,0.96,3.25,-0.38,-48.94
476568134,1.07,-1.34,8.82,0.03,0.18,0.88,3.25,-0.38,-48.94
476578418,0.42,0.88,10.07,0.03,0.18,0.88,3.25,-0.38,-48.94
476587813,0.42,0.88,10.07,-0.06,0.19,0.69,3.25,-0.38,-48.94
476597814,0.42,0.88,10.07,-0.07,0.18,0.60,3.25,-0.38,-48.94
476608204,0.42,0.88,10.07,-0.08,0.19,0.54,3.25,-0.38,-48.94
476617954,0.42,0.88,10.07,-0.11,0.22,0.49,3.25,-0.38,-48.94
476627827,0.42,0.88,10.07,-0.13,0.19,0.44,3.25,-0.38,-48.94
476637913,0.42,0.88,10.07,-0.12,0.19,0.39,3.25,-0.38,-48.94
476648166,0.50,0.34,8.31,-0.12,0.19,0.39,3.25,-0.38,-48.94
476657871,0.50,0.34,8.31,-0.09,0.10,0.37,3.25,-0.38,-48.94
476667570,0.50,0.34,8.31,-0.15,0.19,0.37,3.25,-0.38,-48.94
476678147,0.50,0.34,8.31,-0.16,0.16,0.39,3.25,-0.38,-48.94
476687813,0.50,0.34,8.31,-0.13,0.12,0.42,3.25,-0.38,-48.94
476697866,0.50,0.34,8.31,-0.10,0.14,0.44,3.25,-0.38,-48.94
476708210,0.50,0.34,8.31,-0.09,0.13,0.47,3.25,-0.38,-48.94
476717909,0.50,0.34,8.31,-0.08,0.14,0.51,3.25,-0.38,-48.94
476727826,0.50,0.34,8.31,-0.09,0.16,0.54,3.25,-0.38,-48.94
476737563,0.50,0.34,8.31,-0.06,0.12,0.61,3.25,-0.38,-48.94
476749501,0.50,0.34,8.31,-0.05,0.14,0.68,3.25,-0.38,-48.94
476757847,0.50,0.34,8.31,-0.00,0.12,0.77,3.25,-0.38,-48.94
476767970,0.50,0.34,8.31,0.04,0.12,0.86,3.25,-0.38,-48.94
476778135,0.50,0.34,8.31,0.06,0.15,0.93,3.25,-0.38,-48.94
476787820,0.50,0.34,8.31,0.10,0.10,0.98,3.25,-0.38,-48.94
476798263,0.50,0.34,8.31,0.11,0.11,1.04,3.25,-0.38,-48.94
476807446,0.50,0.34,8.31,0.11,0.13,1.08,3.25,-0.38,-48.94
476818315,0.50,0.34,8.31,0.13,0.10,1.12,3.25,-0.38,-48.94
476827820,0.50,0.34,8.31,0.13,0.14,1.17,3.25,-0.38,-48.94
476837426,0.50,0.34,8.31,0.13,0.13,1.20,3.25,-0.38,-48.94
476848135,0.50,0.34,8.31,0.13,0.10,1.22,3.25,-0.38,-48.94
476857877,0.50,0.34,8.31,0.11,0.11,1.26,3.25,-0.38,-48.94
476867984,0.50,0.34,8.31,0.12,0.13,1.28,3.25,-0.38,-48.94
476877453,0.50,0.34,8.31,0.13,0.11,1.28,3.25,-0.38,-48.94
476888135,0.50,0.34,8.31,0.12,0.14,1.29,3.25,-0.38,-48.94
476897815,0.50,0.34,8.31,0.12,0.17,1.29,3.25,-0.38,-48.94
476907881,0.50,0.34,8.31,0.12,0.16,1.26,3.25,-0.38,-48.94
476918281,0.50,0.34,8.31,0.09,0.17,1.20,3.25,-0.38,-48.94
476927794,0.50,0.34,8.31,0.06,0.21,1.12,3.25,-0.38,-48.94
476939038,0.50,0.34,8.31,0.04,0.18,1.03,3.25,-0.38,-48.94
476949507,0.50,0.34,8.31,-0.01,0.20,0.91,3.25,-0.38,-48.94
476958134,0.50,0.34,8.31,-0.08,0.23,0.77,3.25,-0.38,-48.94
476967971,0.50,0.34,8.31,-0.12,0.17,0.63,3.25,-0.38,-48.94
476977874,0.50,0.34,8.31,-0.17,0.16,0.50,3.25,-0.38,-48.94
476988133,0.50,0.34,8.31,-0.20,0.15,0.39,3.25,-0.38,-48.94
476997899,0.50,0.34,8.31,-0.21,0.07,0.29,3.25,-0.38,-48.94
477007810,0.50,0.34,8.31,-0.22,-0.02,0.20,3.25,-0.38,-48.94
477018015,0.50,0.34,8.31,-0.21,-0.12,0.16,3.25,-0.38,-48.94
477028140,0.50,0.34,8.31,-0.21,-0.14,0.16,3.25,-0.38,-48.94
477037804,0.50,0.34,8.31,-0.21,-0.19,0.17,3.25,-0.38,-48.94
477047623,0.50,0.34,8.31,-0.21,-0.22,0.24,3.25,-0.38,-48.94
477058129,0.50,0.34,8.31,-0.22,-0.12,0.35,3.25,-0.38,-48.94
477067997,0.50,0.34,8.31,-0.22,-0.03,0.45,3.25,-0.38,-48.94
477077445,0.50,0.34,8.31,-0.18,-0.10,0.50,3.25,-0.38,-48.94
477087791,0.50,0.34,8.31,-0.12,-0.23,0.57,3.25,-0.38,-48.94
477098155,0.50,0.34,8.31,-0.06,-0.28,0.64,3.25,-0.38,-48.94
477107793,0.50,0.34,8.31,-0.11,-0.11,0.74,3.25,-0.38,-48.94
477117571,0.50,0.34,8.31,-0.16,0.10,0.81,3.25,-0.38,-48.94
477128170,0.50,0.34,8.31,-0.11,0.14,0.89,3.25,-0.38,-48.94
477137918,0.50,0.34,8.31,-0.02,0.13,1.03,3.25,-0.38,-48.94
477147864,0.50,0.34,8.31,0.06,0.09,1.15,3.25,-0.38,-48.94
477157796,0.50,0.34,8.31,0.08,0.12,1.18,3.25,-0.38,-48.94
477168273,-2.14,-4.41,8.96,0.08,0.12,1.18,3.25,-0.38,-48.94
477177793,-2.14,-4.41,8.96,0.17,0.14,1.25,3.25,-0.38,-48.94
