timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
Break
306119190,-0.04,-2.14,10.27,0.01,0.19,0.15,-15.25,6.00,-51.94
306136859,-0.04,-2.14,10.27,-0.01,0.30,0.18,-15.25,6.00,-51.94
306139079,-0.04,-2.14,10.27,-0.01,0.30,0.18,-13.94,0.06,-52.44
306147807,-4.52,-1.00,5.67,-0.01,0.30,0.18,-13.94,0.06,-52.44
306157822,-4.52,-1.00,5.67,-0.01,0.30,0.18,-12.00,-1.06,-48.75
306168354,-4.52,-1.00,5.67,0.04,-0.17,-0.49,-12.00,-1.06,-48.75
306179468,-4.52,-1.00,5.67,-0.06,0.12,-0.43,-12.00,-1.06,-48.75
306189458,-4.52,-1.00,5.67,-0.04,0.26,-0.36,-12.00,-1.06,-48.75
306199164,-4.52,-1.00,5.67,-0.04,0.26,-0.36,-13.00,0.88,-52.75
306208695,-4.52,-1.00,5.67,-0.04,0.26,-0.36,-13.50,-0.56,-52.19
306219371,-4.52,-1.00,5.67,-0.04,0.26,-0.36,-12.69,-0.38,-51.56
306229030,-4.52,-1.00,5.67,-0.04,0.26,-0.36,-12.69,-1.19,-51.81
306238337,-4.52,-1.00,5.67,-0.04,0.26,-0.36,-13.31,0.06,-52.69
306249070,-4.52,-1.00,5.67,-0.04,0.26,-0.36,-12.56,-0.50,-52.75
306259372,-4.52,-1.00,5.67,0.16,0.17,-0.01,-12.56,-0.50,-52.75
306269165,-4.52,-1.00,5.67,0.16,0.17,-0.01,-13.19,0.06,-50.56
306278440,-4.52,-1.00,5.67,0.16,0.17,-0.01,-13.75,0.94,-52.94
306289079,-4.52,-1.00,5.67,0.16,0.17,-0.01,-12.69,-0.38,-51.56
306299343,-4.52,-1.00,5.67,0.20,0.06,0.17,-12.69,-0.38,-51.56
306308991,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.75,-0.06,-51.50
306319362,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.00,0.44,-51.31
306328982,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.81,-1.06,-52.12
306339097,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.25,-0.19,-50.94
306349083,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.25,-0.19,-50.94
306359259,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.31,0.12,-51.00
306368938,-4.52,-1.00,5.67,0.20,0.06,0.17,-12.06,-0.81,-50.50
306378858,-4.52,-1.00,5.67,0.20,0.06,0.17,-12.38,-0.31,-50.25
306389238,-4.52,-1.00,5.67,0.20,0.06,0.17,-12.69,-0.38,-51.56
306398889,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.00,-0.62,-51.62
306409025,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.31,-1.00,-52.81
306418907,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.31,-1.00,-52.81
306429179,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.06,-1.38,-51.75
306438912,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.38,-1.62,-50.25
306448631,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.50,-1.56,-50.75
306459151,-4.52,-1.00,5.67,0.20,0.06,0.17,-12.94,-1.19,-51.50
306468850,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.44,-1.06,-50.38
306479026,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.06,-2.12,-50.50
306488846,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.31,-0.94,-51.06
306499151,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.19,-1.00,-50.62
306508948,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.69,-0.38,-51.44
306518468,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.62,-0.94,-50.69
306529118,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.31,-0.69,-51.25
306538826,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.88,-0.75,-50.56
306548913,-4.52,-1.00,5.67,0.20,0.06,0.17,-12.81,-1.56,-50.94
306558764,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.50,-1.25,-50.81
306569074,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.19,-1.00,-50.75
306578842,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.06,-0.31,-49.94
306588376,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.44,-0.31,-51.81
306598968,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.44,-0.56,-51.56
306608709,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.31,-0.38,-51.31
306618786,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.19,0.00,-52.19
306628690,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.69,-1.44,-51.62
306639054,-4.52,-1.00,5.67,0.20,0.06,0.17,-12.69,-0.38,-51.56
306648826,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.06,-1.62,-50.00
306658338,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.25,0.00,-52.06
306668997,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.81,-0.56,-51.81
306678661,-4.52,-1.00,5.67,0.20,0.06,0.17,-15.00,0.06,-52.25
306688701,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.44,-0.06,-51.25
306699028,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.38,-0.62,-51.75
306708649,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.81,-0.56,-51.81
306718802,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.38,-0.12,-51.38
306728468,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.56,0.00,-52.31
306738904,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.50,-0.56,-52.19
306748599,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.50,-0.81,-51.94
306758656,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.31,-0.38,-51.31
306768944,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.38,-0.12,-51.38
306778561,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.12,-0.31,-51.56
306788736,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.38,-1.12,-49.69
306798372,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.31,-0.38,-51.31
306808852,-4.52,-1.00,5.67,0.20,0.06,0.17,-14.38,-0.44,-52.81
306818503,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.88,-0.75,-50.56
306828587,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.25,-0.94,-51.19
306838845,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.56,-0.69,-50.94
306848525,-4.52,-1.00,5.67,0.20,0.06,0.17,-13.56,-0.25,-52.25
