timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
Straight
1713658512,0.30,-1.00,10.04,-0.30,0.03,-0.18,5.25,16.12,-45.44
1713676426,0.30,-1.00,10.04,-0.29,-0.04,-0.22,5.25,16.12,-45.44
1713678428,-0.69,1.15,8.01,-0.29,-0.04,-0.22,5.25,16.12,-45.44
1713687509,-0.69,1.15,8.01,-0.27,-0.09,-0.25,5.25,16.12,-45.44
1713698701,-0.69,1.15,8.01,-0.27,-0.09,-0.25,14.44,10.50,-42.06
1713708771,-0.69,1.15,8.01,-0.27,-0.09,-0.25,13.31,11.69,-45.19
1713718716,8.54,1.91,12.52,-0.27,-0.09,-0.25,13.31,11.69,-45.19
1713728443,-1.57,-0.77,10.38,-0.27,-0.09,-0.25,13.31,11.69,-45.19
1713738377,-6.93,-2.34,9.23,-0.27,-0.09,-0.25,13.31,11.69,-45.19
1713747824,-4.56,-0.77,9.69,-0.27,-0.09,-0.25,13.31,11.69,-45.19
1713759025,-4.56,-0.77,9.69,-0.27,-0.09,-0.25,13.25,11.56,-43.81
1713769035,-4.56,-0.77,9.69,-0.27,-0.09,-0.25,12.94,11.50,-45.12
1713778455,-2.11,-1.95,5.78,-0.27,-0.09,-0.25,12.94,11.50,-45.12
1713787838,-4.79,-3.07,8.58,-0.27,-0.09,-0.25,12.94,11.50,-45.12
1713798721,-4.79,-3.07,8.58,-0.27,-0.09,-0.25,12.25,11.12,-44.00
1713808708,-4.79,-3.07,8.58,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713818378,2.76,-1.57,10.73,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713829004,-1.84,-2.03,9.69,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713838771,-2.07,-4.64,9.12,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713848376,-3.79,-4.14,10.95,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713858486,-1.57,-1.30,6.05,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713868724,1.80,-1.53,7.09,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713878380,0.00,-1.95,9.34,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713888381,0.04,-3.22,11.15,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713898393,-1.68,-2.80,8.93,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713908735,2.91,-1.53,11.19,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713918492,-4.48,-1.38,6.20,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713928452,-8.39,-3.22,5.32,-0.27,-0.09,-0.25,12.19,12.38,-45.50
1713938738,-1.88,-3.56,9.20,-0.27,-0.09,-0.25,12.19,12.38,-45.50
