timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
Right Turn
1650960078,-3.91,-2.84,6.44,0.06,0.03,0.13,23.75,3.69,-39.00
1650976700,-0.04,-0.27,10.73,0.06,0.03,0.13,23.75,3.69,-39.00
1650980416,-0.04,-0.27,10.73,0.06,0.03,0.13,23.75,-1.62,-40.12
1650988844,-0.04,-0.27,10.73,-0.05,-0.00,0.46,23.75,-1.62,-40.12
1650999136,-0.04,-0.27,10.73,-0.05,-0.00,0.46,24.06,-2.50,-37.38
1651010685,-2.30,-2.57,6.25,-0.05,-0.00,0.46,24.06,-2.50,-37.38
1651020414,-2.30,-2.57,6.25,-0.04,-0.08,0.45,24.06,-2.50,-37.38
1651030062,-2.30,-2.57,6.25,-0.06,0.05,0.48,24.06,-2.50,-37.38
1651040739,-2.30,-2.57,6.25,-0.05,-0.05,0.44,24.06,-2.50,-37.38
1651050370,-2.30,-2.57,6.25,-0.04,-0.02,0.43,24.06,-2.50,-37.38
1651060366,-2.30,-2.57,6.25,-0.04,-0.02,0.43,22.19,-2.19,-39.19
1651070674,-2.30,-2.57,6.25,-0.07,-0.10,0.36,22.19,-2.19,-39.19
1651080448,-2.30,-2.57,6.25,-0.11,-0.07,0.32,22.19,-2.19,-39.19
1651089769,-2.30,-2.57,6.25,-0.18,-0.01,0.26,22.19,-2.19,-39.19
1651099305,-2.30,-2.57,6.25,-0.23,0.02,0.23,22.19,-2.19,-39.19
1651110371,-4.06,-1.61,7.17,-0.23,0.02,0.23,22.19,-2.19,-39.19
1651120684,-4.06,-1.61,7.17,-0.21,-0.15,0.19,22.19,-2.19,-39.19
1651130494,-4.06,-1.61,7.17,-0.21,-0.15,0.19,23.62,-2.69,-37.88
1651140723,-4.06,-1.61,7.17,-0.24,-0.09,0.17,23.62,-2.69,-37.88
1651150340,-4.06,-1.61,7.17,-0.28,0.00,0.18,23.62,-2.69,-37.88
1651159842,-4.06,-1.61,7.17,-0.29,-0.06,0.16,23.62,-2.69,-37.88
1651170326,-4.06,-1.61,7.17,-0.29,-0.11,0.14,23.62,-2.69,-37.88
1651180445,-4.06,-1.61,7.17,-0.27,-0.18,0.13,23.62,-2.69,-37.88
1651190385,-4.06,-1.61,7.17,-0.31,-0.10,0.14,23.62,-2.69,-37.88
1651200437,-4.06,-1.61,7.17,-0.34,-0.06,0.12,23.62,-2.69,-37.88
1651210031,-4.06,-1.61,7.17,-0.32,-0.13,0.09,23.62,-2.69,-37.88
1651220507,-4.06,-1.61,7.17,-0.34,-0.07,0.09,23.62,-2.69,-37.88
1651229816,-4.06,-1.61,7.17,-0.32,-0.20,0.07,23.62,-2.69,-37.88
1651241007,-4.06,-1.61,7.17,-0.34,-0.12,-0.01,23.62,-2.69,-37.88
1651250379,-4.06,-1.61,7.17,-0.36,0.03,-0.09,23.62,-2.69,-37.88
1651260380,-4.06,-1.61,7.17,-0.38,0.04,-0.19,23.62,-2.69,-37.88
1651270338,-4.06,-1.61,7.17,-0.41,-0.02,-0.29,23.62,-2.69,-37.88
1651280765,-4.06,-1.61,7.17,-0.39,-0.19,-0.35,23.62,-2.69,-37.88
1651290460,-4.06,-1.61,7.17,-0.42,-0.19,-0.39,23.62,-2.69,-37.88
1651300467,-4.06,-1.61,7.17,-0.41,-0.20,-0.42,23.62,-2.69,-37.88
1651310773,-4.06,-1.61,7.17,-0.38,-0.13,-0.36,23.62,-2.69,-37.88
1651320392,-4.06,-1.61,7.17,-0.37,-0.11,-0.28,23.62,-2.69,-37.88
1651330478,-4.06,-1.61,7.17,-0.36,-0.15,-0.24,23.62,-2.69,-37.88
1651340114,-4.06,-1.61,7.17,-0.32,-0.30,-0.19,23.62,-2.69,-37.88
1651350693,-4.06,-1.61,7.17,-0.32,-0.33,-0.18,23.62,-2.69,-37.88
1651360578,-4.06,-1.61,7.17,-0.30,-0.38,-0.14,23.62,-2.69,-37.88
1651370428,-4.06,-1.61,7.17,-0.19,-0.39,-0.15,23.62,-2.69,-37.88
1651380781,-4.06,-1.61,7.17,-0.24,0.13,-0.24,23.62,-2.69,-37.88
1651390399,-4.06,-1.61,7.17,-0.28,0.08,-0.50,23.62,-2.69,-37.88
