timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
Break
7,-4.25,1.23,8.43,-0.10,-0.20,-0.41
18,-4.25,1.23,8.43,-0.09,-0.16,-0.41
22,-4.25,1.23,8.43,-0.27,-0.00,-0.17
23,-0.73,1.57,7.32,-0.27,-0.00,-0.17
26,-0.73,1.57,7.32,-0.30,-0.00,-0.26
31,0.96,0.84,9.00,-0.30,-0.00,-0.26
36,0.96,0.84,9.00,-0.30,-0.03,-0.27
42,3.87,1.61,10.77,-0.30,-0.03,-0.27
46,3.87,1.61,10.77,-0.34,-0.14,-0.31
51,3.87,1.61,10.77,-0.35,-0.14,-0.32
57,3.87,1.61,10.77,-0.35,-0.15,-0.33
61,3.87,1.61,10.77,-0.36,-0.09,-0.34
66,3.87,1.61,10.77,-0.33,0.02,-0.35
71,3.87,1.61,10.77,-0.31,0.13,-0.33
76,-2.11,0.61,8.01,-0.31,0.13,-0.33
81,-2.11,0.61,8.01,-0.26,0.26,-0.33
86,-2.11,0.61,8.01,-0.27,0.25,-0.36
92,-2.11,0.61,8.01,-0.29,0.21,-0.40
96,-2.11,0.61,8.01,-0.31,0.12,-0.44
101,-2.11,0.61,8.01,-0.33,-0.00,-0.46
106,-2.11,0.61,8.01,-0.32,-0.07,-0.47
112,4.71,-0.34,8.08,-0.32,-0.07,-0.47
116,4.71,-0.34,8.08,-0.31,-0.23,-0.42
121,4.71,-0.34,8.08,-0.30,-0.26,-0.41
127,4.71,-0.34,8.08,-0.29,-0.22,-0.41
131,4.71,-0.34,8.08,-0.27,-0.16,-0.41
136,4.71,-0.34,8.08,-0.27,-0.08,-0.42
141,4.71,-0.34,8.08,-0.24,0.02,-0.45
147,-0.57,1.34,10.31,-0.24,0.02,-0.45
151,-0.57,1.34,10.31,-0.22,0.07,-0.49
156,-0.57,1.34,10.31,-0.22,0.05,-0.46
161,-0.57,1.34,10.31,-0.23,0.00,-0.43
166,-0.57,1.34,10.31,-0.19,-0.03,-0.43
171,-0.57,1.34,10.31,-0.21,-0.04,-0.45
176,-0.57,1.34,10.31,-0.18,-0.05,-0.47
182,-2.49,-0.15,7.59,-0.18,-0.05,-0.47
186,-2.49,-0.15,7.59,-0.15,-0.02,-0.45
192,-2.49,-0.15,7.59,-0.15,-0.00,-0.45
197,-2.49,-0.15,7.59,-0.16,0.01,-0.46
201,-2.49,-0.15,7.59,-0.14,0.02,-0.46
206,-2.49,-0.15,7.59,-0.14,0.01,-0.45
211,-2.49,-0.15,7.59,-0.13,0.00,-0.44
216,-2.49,-0.15,7.59,-0.11,0.00,-0.41
221,-2.49,-0.15,7.59,-0.07,0.01,-0.37
226,-2.49,-0.15,7.59,-0.04,0.05,-0.35
232,-2.49,-0.15,7.59,-0.03,0.06,-0.31
236,-2.49,-0.15,7.59,-0.03,0.03,-0.28
241,-2.49,-0.15,7.59,-0.04,0.02,-0.26
246,-2.49,-0.15,7.59,-0.03,0.04,-0.26
251,-2.49,-0.15,7.59,-0.02,0.04,-0.24
256,-2.49,-0.15,7.59,-0.01,0.06,-0.22
261,-2.49,-0.15,7.59,-0.01,0.06,-0.19
267,-0.11,-1.65,9.46,-0.01,0.06,-0.19
271,-0.11,-1.65,9.46,0.00,-0.08,-0.14
276,-0.11,-1.65,9.46,-0.01,-0.15,-0.10
282,-0.11,-1.65,9.46,0.00,-0.20,-0.07
286,-0.11,-1.65,9.46,0.00,-0.19,-0.04
291,-0.11,-1.65,9.46,0.03,-0.12,-0.02
296,-0.11,-1.65,9.46,0.07,-0.04,0.04
302,-0.77,-1.99,10.88,0.07,-0.04,0.04
306,-0.77,-1.99,10.88,0.14,0.15,0.13
312,-0.77,-1.99,10.88,0.16,0.20,0.15
316,-0.77,-1.99,10.88,0.17,0.21,0.15
322,-1.65,-1.42,8.43,0.17,0.21,0.15
326,-1.65,-1.42,8.43,0.17,0.07,0.19
331,-1.65,-1.42,8.43,0.15,-0.04,0.20
337,1.38,-2.64,9.69,0.15,-0.04,0.20
341,1.38,-2.64,9.69,0.11,-0.17,0.20
346,1.38,-2.64,9.69,0.11,-0.15,0.20
351,1.38,-2.64,9.69,0.10,-0.12,0.21
356,1.38,-2.64,9.69,0.13,-0.09,0.23
361,1.38,-2.64,9.69,0.15,-0.02,0.25
366,1.38,-2.64,9.69,0.20,0.04,0.27
372,-1.91,-1.46,8.01,0.20,0.04,0.27
376,-1.91,-1.46,8.01,0.20,0.13,0.29
381,-1.91,-1.46,8.01,0.22,0.13,0.28
386,-1.91,-1.46,8.01,0.20,0.07,0.28
391,-1.91,-1.46,8.01,0.19,-0.01,0.28
396,-1.91,-1.46,8.01,0.17,-0.07,0.30
401,-1.91,-1.46,8.01,0.17,-0.09,0.32
407,0.80,-1.15,11.26,0.17,-0.09,0.32
411,0.80,-1.15,11.26,0.15,0.02,0.32
416,0.80,-1.15,11.26,0.15,0.08,0.30
422,0.80,-1.15,11.26,0.15,0.14,0.29
427,-1.99,-1.11,9.12,0.15,0.14,0.29
432,-1.99,-1.11,9.12,0.17,0.16,0.31
436,-1.99,-1.11,9.12,0.18,0.13,0.30
442,-1.53,-0.65,6.51,0.18,0.13,0.30
446,-1.53,-0.65,6.51,0.15,-0.02,0.26
451,-1.53,-0.65,6.51,0.13,-0.09,0.24
456,-1.53,-0.65,6.51,0.11,-0.17,0.23
462,1.53,0.19,11.53,0.11,-0.17,0.23
466,1.53,0.19,11.53,0.04,-0.29,0.20
471,1.53,0.19,11.53,-0.02,-0.30,0.20
477,2.76,-0.80,14.10,-0.02,-0.30,0.20
481,2.76,-0.80,14.10,-0.00,-0.07,0.24
486,2.76,-0.80,14.10,0.05,0.09,0.27
492,2.76,-0.80,14.10,0.10,0.27,0.26
496,2.76,-0.80,14.10,0.17,0.41,0.23
501,2.76,-0.80,14.10,0.20,0.44,0.20
506,2.76,-0.80,14.10,0.19,0.36,0.17
512,-2.87,-0.61,5.52,0.19,0.36,0.17
516,-2.87,-0.61,5.52,0.01,-0.06,0.11
521,-2.87,-0.61,5.52,-0.07,-0.33,0.09
527,-2.87,-0.61,5.52,-0.11,-0.46,0.08
532,-2.87,-0.61,5.52,-0.11,-0.46,0.09
536,-2.87,-0.61,5.52,-0.09,-0.31,0.13
541,-2.87,-0.61,5.52,0.04,-0.11,0.21
547,0.88,3.37,10.96,0.04,-0.11,0.21
551,0.88,3.37,10.96,0.08,0.27,0.32
556,0.88,3.37,10.96,0.10,0.35,0.29
562,-1.76,0.11,8.50,0.10,0.35,0.29
566,-1.76,0.11,8.50,0.10,0.24,0.19
572,-1.76,0.11,8.50,0.08,0.10,0.20
576,-1.76,0.11,8.50,0.05,-0.03,0.25
582,-2.41,-0.27,6.93,0.05,-0.03,0.25
586,-2.41,-0.27,6.93,-0.07,-0.15,0.21
591,-2.41,-0.27,6.93,-0.13,-0.21,0.12
597,-0.46,0.11,4.90,-0.13,-0.21,0.12
601,-0.46,0.11,4.90,-0.17,-0.25,0.00
606,-0.46,0.11,4.90,-0.14,-0.21,-0.01
612,-0.46,0.11,4.90,-0.13,-0.16,-0.00
617,-0.46,-0.92,10.39,-0.13,-0.16,-0.00
621,-0.46,-0.92,10.39,-0.09,-0.09,0.08
626,-0.46,-0.92,10.39,-0.10,-0.08,0.11
632,3.75,-0.65,11.64,-0.10,-0.08,0.11
636,3.75,-0.65,11.64,-0.11,-0.07,0.13
641,3.75,-0.65,11.64,-0.08,-0.04,0.15
646,3.75,-0.65,11.64,-0.04,0.02,0.18
652,2.18,-0.61,7.59,-0.04,0.02,0.18
656,2.18,-0.61,7.59,-0.01,0.14,0.23
661,2.18,-0.61,7.59,-0.00,0.22,0.19
667,-3.83,-1.07,9.54,-0.00,0.22,0.19
671,-3.83,-1.07,9.54,-0.01,0.29,0.06
676,-3.83,-1.07,9.54,-0.05,0.23,-0.02
682,-3.83,-1.07,9.54,-0.07,0.12,-0.06
687,-0.08,-1.88,7.70,-0.07,0.12,-0.06
692,-0.08,-1.88,7.70,-0.14,-0.12,-0.10
696,-0.08,-1.88,7.70,-0.16,-0.15,-0.11
702,-1.07,1.91,10.91,-0.16,-0.15,-0.11
706,-1.07,1.91,10.91,-0.20,-0.14,-0.14
711,-1.07,1.91,10.91,-0.21,-0.17,-0.13
