timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
Right Turn
630989260,-0.19,-2.76,9.23,-0.03,0.00,-0.07,-3.25,15.00,-50.12
631003650,-0.19,-2.76,9.23,-0.01,0.00,-0.03,-3.25,15.00,-50.12
631007327,-0.19,-2.76,9.23,-0.36,0.15,-0.58,-3.25,15.00,-50.12
631016645,-0.19,-2.76,9.23,-0.47,0.18,-0.71,-3.25,15.00,-50.12
631028039,-0.88,-0.73,13.33,-0.47,0.18,-0.71,-3.25,15.00,-50.12
631037483,-0.88,-0.73,13.33,-0.53,0.22,-0.76,-3.25,15.00,-50.12
631048560,-3.75,-4.25,4.86,-0.53,0.22,-0.76,-3.25,15.00,-50.12
631058071,-3.75,-4.25,4.86,-0.40,-0.02,-0.84,-3.25,15.00,-50.12
631068090,-3.75,-4.25,4.86,-0.38,0.14,-0.78,-3.25,15.00,-50.12
631077892,-3.75,-4.25,4.86,-0.29,-0.07,-0.74,-3.25,15.00,-50.12
631088432,2.87,-0.15,13.45,-0.29,-0.07,-0.74,-3.25,15.00,-50.12
631098065,2.87,-0.15,13.45,-0.19,-0.09,-0.58,-3.25,15.00,-50.12
631107388,2.87,-0.15,13.45,-0.28,0.15,-0.45,-3.25,15.00,-50.12
631118416,-3.26,-1.84,8.43,-0.28,0.15,-0.45,-3.25,15.00,-50.12
631128047,-3.26,-1.84,8.43,-0.25,-0.02,-0.49,-3.25,15.00,-50.12
631138186,-3.26,-1.84,8.43,-0.22,-0.21,-0.46,-3.25,15.00,-50.12
631147685,-3.26,-1.84,8.43,-0.25,-0.03,-0.50,-3.25,15.00,-50.12
631158360,2.34,-2.87,17.70,-0.25,-0.03,-0.50,-3.25,15.00,-50.12
631168033,2.34,-2.87,17.70,-0.29,0.28,-0.43,-3.25,15.00,-50.12
631178129,2.34,-2.87,17.70,-0.14,-0.01,-0.38,-3.25,15.00,-50.12
631189258,1.95,-2.84,9.58,-0.14,-0.01,-0.38,-3.25,15.00,-50.12
631198114,1.95,-2.84,9.58,-0.15,0.22,-0.29,-3.25,15.00,-50.12
631207418,1.95,-2.84,9.58,-0.07,0.01,-0.30,-3.25,15.00,-50.12
631217702,1.95,-2.84,9.58,-0.06,-0.11,-0.37,-3.25,15.00,-50.12
631228429,1.19,0.80,9.84,-0.06,-0.11,-0.37,-3.25,15.00,-50.12
631238170,1.19,0.80,9.84,-0.14,-0.10,-0.51,-3.25,15.00,-50.12
631248038,1.19,0.80,9.84,-0.18,0.16,-0.51,-3.25,15.00,-50.12
631258363,-1.38,-2.80,10.03,-0.18,0.16,-0.51,-3.25,15.00,-50.12
631268897,-1.38,-2.80,10.03,-0.21,0.07,-0.60,-3.25,15.00,-50.12
631277406,-1.38,-2.80,10.03,-0.23,0.20,-0.55,-3.25,15.00,-50.12
631287965,-1.38,-2.80,10.03,-0.19,-0.07,-0.48,-3.25,15.00,-50.12
631298869,-1.38,-2.80,10.03,-0.19,0.00,-0.39,-3.25,15.00,-50.12
631308054,-1.38,-2.80,10.03,-0.19,-0.07,-0.32,-3.25,15.00,-50.12
631318074,-1.38,-2.80,10.03,-0.10,-0.34,-0.28,-3.25,15.00,-50.12
631328458,3.22,-1.15,12.99,-0.10,-0.34,-0.28,-3.25,15.00,-50.12
631338163,3.22,-1.15,12.99,-0.12,0.10,-0.08,-3.25,15.00,-50.12
631347401,3.22,-1.15,12.99,-0.06,-0.09,-0.10,-3.25,15.00,-50.12
631357325,5.29,-2.30,9.89,-0.06,-0.09,-0.10,-3.25,15.00,-50.12
631366881,5.29,-2.30,9.89,-0.10,0.23,-0.28,-3.25,15.00,-50.12
631378421,5.29,-2.30,9.89,-0.13,0.28,-0.25,-3.25,15.00,-50.12
631388612,5.29,-2.30,9.89,-0.26,0.06,-0.23,-3.25,15.00,-50.12
631398091,5.29,-2.30,9.89,-0.25,-0.18,-0.43,-3.25,15.00,-50.12
631408043,5.29,-2.30,9.89,-0.16,-0.05,-0.26,-3.25,15.00,-50.12
631417394,5.29,-2.30,9.89,0.11,-0.30,-0.13,-3.25,15.00,-50.12
631428622,1.91,-3.37,14.05,0.11,-0.30,-0.13,-3.25,15.00,-50.12
631438131,1.91,-3.37,14.05,0.05,-0.06,-0.12,-3.25,15.00,-50.12
631448159,1.91,-3.37,14.05,0.06,-0.13,-0.19,-3.25,15.00,-50.12
631457864,1.91,-3.37,14.05,-0.12,-0.13,-0.34,-3.25,15.00,-50.12
631468404,0.84,2.41,4.17,-0.12,-0.13,-0.34,-3.25,15.00,-50.12
631478056,0.84,2.41,4.17,-0.29,-0.17,-0.51,-3.25,15.00,-50.12
631488169,0.84,2.41,4.17,-0.35,-0.09,-0.60,-3.25,15.00,-50.12
631498431,16.24,4.18,40.61,-0.35,-0.09,-0.60,-3.25,15.00,-50.12
631508052,16.24,4.18,40.61,-0.33,0.30,-0.52,-3.25,15.00,-50.12
631518169,16.24,4.18,40.61,-0.49,0.59,-0.73,-3.25,15.00,-50.12
631527716,16.24,4.18,40.61,-0.30,0.15,-0.68,-3.25,15.00,-50.12
631538451,2.18,1.38,11.22,-0.30,0.15,-0.68,-3.25,15.00,-50.12
631548088,2.18,1.38,11.22,-0.51,0.54,-0.83,-3.25,15.00,-50.12
631558097,2.18,1.38,11.22,-0.49,0.34,-0.83,-3.25,15.00,-50.12
631568365,0.84,-2.38,7.51,-0.49,0.34,-0.83,-3.25,15.00,-50.12
631578058,0.84,-2.38,7.51,-0.46,0.35,-1.18,-3.25,15.00,-50.12
631587505,0.84,-2.38,7.51,-0.43,0.50,-1.35,-3.25,15.00,-50.12
631597698,0.84,-2.38,7.51,-0.43,0.20,-1.59,-3.25,15.00,-50.12
631607312,1.15,4.79,8.43,-0.43,0.20,-1.59,-3.25,15.00,-50.12
