timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
Right Turn
324346692,3.33,-1.91,11.57,0.26,0.45,-0.36,-16.50,1.00,-52.38
324362944,-3.18,-1.00,8.81,0.26,0.45,-0.36,-16.50,1.00,-52.38
324366054,-3.18,-1.00,8.81,-0.15,-0.07,0.10,-16.50,1.00,-52.38
324374938,-3.18,-1.00,8.81,-0.15,-0.07,0.10,9.25,-11.75,-42.56
324385980,-2.26,-1.88,10.41,-0.15,-0.07,0.10,9.25,-11.75,-42.56
324396291,-4.86,-0.88,11.19,-0.15,-0.07,0.10,9.25,-11.75,-42.56
324406567,-4.86,-0.88,11.19,-0.19,-0.26,-0.12,9.25,-11.75,-42.56
324416483,7.62,0.65,12.30,-0.19,-0.26,-0.12,9.25,-11.75,-42.56
324426256,5.63,1.15,9.00,-0.19,-0.26,-0.12,9.25,-11.75,-42.56
324437171,5.63,1.15,9.00,-0.34,0.20,-0.17,9.25,-11.75,-42.56
324445835,-7.97,-1.88,11.26,-0.34,0.20,-0.17,9.25,-11.75,-42.56
324456289,-7.55,-1.38,9.35,-0.34,0.20,-0.17,9.25,-11.75,-42.56
324466095,-7.55,-1.38,9.35,-0.29,-0.28,-0.45,9.25,-11.75,-42.56
324476475,-7.55,-1.38,9.35,-0.31,-0.12,-0.46,9.25,-11.75,-42.56
324486429,4.29,2.72,8.58,-0.31,-0.12,-0.46,9.25,-11.75,-42.56
324496292,-0.27,0.50,11.99,-0.31,-0.12,-0.46,9.25,-11.75,-42.56
324506359,-0.27,0.50,11.99,-0.38,0.07,-0.62,9.25,-11.75,-42.56
324516575,-3.03,-0.54,11.22,-0.38,0.07,-0.62,9.25,-11.75,-42.56
324526874,0.04,0.11,7.70,-0.38,0.07,-0.62,9.25,-11.75,-42.56
324535994,0.04,0.11,7.70,-0.32,-0.17,-0.73,9.25,-11.75,-42.56
324546517,0.04,0.11,7.70,-0.39,0.12,-0.76,9.25,-11.75,-42.56
324555359,-3.37,-1.19,8.50,-0.39,0.12,-0.76,9.25,-11.75,-42.56
324566471,-0.57,-1.30,7.36,-0.39,0.12,-0.76,9.25,-11.75,-42.56
324576684,1.46,0.73,9.73,-0.39,0.12,-0.76,9.25,-11.75,-42.56
324586375,2.80,0.65,11.88,-0.39,0.12,-0.76,9.25,-11.75,-42.56
324596313,0.57,-0.88,11.64,-0.39,0.12,-0.76,9.25,-11.75,-42.56
324606516,0.57,-0.88,11.64,-0.29,0.18,-0.80,9.25,-11.75,-42.56
324615860,-0.38,-1.72,8.04,-0.29,0.18,-0.80,9.25,-11.75,-42.56
324625973,3.22,1.80,10.00,-0.29,0.18,-0.80,9.25,-11.75,-42.56
324636385,-1.95,-0.57,9.96,-0.29,0.18,-0.80,9.25,-11.75,-42.56
324646387,-1.95,-0.57,9.96,-0.24,0.07,-0.79,9.25,-11.75,-42.56
324656392,1.61,-0.08,10.77,-0.24,0.07,-0.79,9.25,-11.75,-42.56
324666488,1.42,-0.77,9.46,-0.24,0.07,-0.79,9.25,-11.75,-42.56
324676377,1.42,-0.77,9.46,-0.07,0.06,-0.66,9.25,-11.75,-42.56
324685699,1.88,-2.18,16.21,-0.07,0.06,-0.66,9.25,-11.75,-42.56
324695976,-3.22,-1.80,10.61,-0.07,0.06,-0.66,9.25,-11.75,-42.56
324706284,-2.11,-0.61,6.36,-0.07,0.06,-0.66,9.25,-11.75,-42.56
324716561,-2.11,-0.61,6.36,-0.05,0.06,-0.58,9.25,-11.75,-42.56
324726389,-2.07,-0.69,4.83,-0.05,0.06,-0.58,9.25,-11.75,-42.56
324736347,-0.19,-2.14,8.01,-0.05,0.06,-0.58,9.25,-11.75,-42.56
324746492,-0.19,-2.14,8.01,0.02,0.19,-0.34,9.25,-11.75,-42.56
324755765,-1.72,-2.99,7.12,0.02,0.19,-0.34,9.25,-11.75,-42.56
324767138,-2.76,-1.42,6.74,0.02,0.19,-0.34,9.25,-11.75,-42.56
324776611,-2.76,-1.42,6.74,0.13,0.08,0.04,9.25,-11.75,-42.56
324786480,-2.76,-1.42,6.74,0.24,-0.20,0.11,9.25,-11.75,-42.56
324796437,7.20,-2.53,14.86,0.24,-0.20,0.11,9.25,-11.75,-42.56
324806428,1.38,-6.21,10.00,0.24,-0.20,0.11,9.25,-11.75,-42.56
324816548,1.38,-6.21,10.00,0.21,0.13,0.33,9.25,-11.75,-42.56
324825758,-3.22,-1.04,9.34,0.21,0.13,0.33,9.25,-11.75,-42.56
324836991,1.68,-1.30,8.50,0.21,0.13,0.33,9.25,-11.75,-42.56
324846616,1.68,-1.30,8.50,0.19,0.05,0.38,9.25,-11.75,-42.56
324856417,1.68,-1.30,8.50,0.24,0.12,0.44,9.25,-11.75,-42.56
324866199,0.34,-6.28,9.73,0.24,0.12,0.44,9.25,-11.75,-42.56
324876989,-0.77,-3.48,6.66,0.24,0.12,0.44,9.25,-11.75,-42.56
324886387,-0.77,-3.48,6.66,0.29,0.06,0.36,9.25,-11.75,-42.56
324896400,2.76,-2.80,8.32,0.29,0.06,0.36,9.25,-11.75,-42.56
324906962,2.45,-2.95,11.80,0.29,0.06,0.36,9.25,-11.75,-42.56
324916495,2.45,-2.95,11.80,0.20,0.22,0.35,9.25,-11.75,-42.56
324926470,2.45,-2.95,11.80,0.21,-0.01,0.33,9.25,-11.75,-42.56
324936003,-0.15,-1.46,6.36,0.21,-0.01,0.33,9.25,-11.75,-42.56
324947325,-1.91,-1.72,7.89,0.21,-0.01,0.33,9.25,-11.75,-42.56
324956413,-1.91,-1.72,7.89,0.21,-0.12,0.31,9.25,-11.75,-42.56
324966498,1.27,-2.22,13.41,0.21,-0.12,0.31,9.25,-11.75,-42.56
324976913,-1.53,-1.99,7.97,0.21,-0.12,0.31,9.25,-11.75,-42.56
324986483,-1.53,-1.99,7.97,0.21,-0.15,0.20,9.25,-11.75,-42.56
324996414,-1.53,-1.99,7.97,0.03,0.07,0.21,9.25,-11.75,-42.56
325006067,5.44,0.84,11.04,0.03,0.07,0.21,9.25,-11.75,-42.56
325017559,-4.37,-2.68,11.03,0.03,0.07,0.21,9.25,-11.75,-42.56
325026484,-4.37,-2.68,11.03,0.01,-0.06,0.20,9.25,-11.75,-42.56
325036416,2.68,-1.61,9.16,0.01,-0.06,0.20,9.25,-11.75,-42.56
325046861,2.38,-1.19,7.81,0.01,-0.06,0.20,9.25,-11.75,-42.56
325056367,2.38,-1.19,7.81,0.01,0.04,0.32,9.25,-11.75,-42.56
325065804,2.38,-1.19,7.81,0.03,-0.10,0.29,9.25,-11.75,-42.56
325076399,6.47,-1.49,11.26,0.03,-0.10,0.29,9.25,-11.75,-42.56
325086397,6.47,-1.49,11.26,0.09,-0.12,0.13,9.25,-11.75,-42.56
325096366,6.47,-1.49,11.26,-0.02,0.22,0.10,9.25,-11.75,-42.56
325106422,-0.92,0.27,12.53,-0.02,0.22,0.10,9.25,-11.75,-42.56
325116792,-3.29,-0.42,11.99,-0.02,0.22,0.10,9.25,-11.75,-42.56
325126440,-3.29,-0.42,11.99,-0.20,0.06,-0.35,9.25,-11.75,-42.56
325135748,1.80,3.64,8.12,-0.20,0.06,-0.35,9.25,-11.75,-42.56
325147535,-1.68,2.76,6.75,-0.20,0.06,-0.35,9.25,-11.75,-42.56
325156422,-1.68,2.76,6.75,-0.29,-0.00,-0.58,9.25,-11.75,-42.56
325166923,-1.68,2.76,6.75,-0.23,0.04,-0.56,9.25,-11.75,-42.56
325176396,0.46,2.34,11.72,-0.23,0.04,-0.56,9.25,-11.75,-42.56
325186658,2.34,-0.08,12.02,-0.23,0.04,-0.56,9.25,-11.75,-42.56
325196811,2.34,-0.08,12.02,-0.20,0.04,-0.58,9.25,-11.75,-42.56
325205693,-2.07,-0.42,8.32,-0.20,0.04,-0.58,9.25,-11.75,-42.56
325216822,2.38,-0.61,14.06,-0.20,0.04,-0.58,9.25,-11.75,-42.56
325226416,2.38,-0.61,14.06,-0.28,0.10,-0.69,9.25,-11.75,-42.56
325236471,2.38,-0.61,14.06,-0.28,0.18,-0.62,9.25,-11.75,-42.56
325246179,-4.29,-3.33,6.85,-0.28,0.18,-0.62,9.25,-11.75,-42.56
325256746,-3.22,-0.84,10.19,-0.28,0.18,-0.62,9.25,-11.75,-42.56
325266522,-3.22,-0.84,10.19,-0.14,-0.02,-0.42,9.25,-11.75,-42.56
325276406,2.11,-3.87,9.08,-0.14,-0.02,-0.42,9.25,-11.75,-42.56
325286664,-2.95,-3.56,8.50,-0.14,-0.02,-0.42,9.25,-11.75,-42.56
325296391,-2.95,-3.56,8.50,0.01,-0.07,-0.00,9.25,-11.75,-42.56
325306411,-2.95,-3.56,8.50,0.04,0.08,0.21,9.25,-11.75,-42.56
325316103,-4.45,-4.94,1.68,0.04,0.08,0.21,9.25,-11.75,-42.56
325326677,-0.57,-4.75,3.87,0.04,0.08,0.21,9.25,-11.75,-42.56
325336430,-0.57,-4.75,3.87,0.09,0.02,0.61,9.25,-11.75,-42.56
325346522,3.33,-5.21,9.77,0.09,0.02,0.61,9.25,-11.75,-42.56
325356728,5.52,-7.43,13.07,0.09,0.02,0.61,9.25,-11.75,-42.56
325366429,5.52,-7.43,13.07,0.12,0.24,0.94,9.25,-11.75,-42.56
325375728,5.52,-7.43,13.07,0.22,0.04,0.92,9.25,-11.75,-42.56
