timestamp,quatI,quatJ,quatK,quatReal
182537.731,-0.06,0.12,0.08,0.99
182547.439,-0.06,0.12,0.08,0.99
182548.817,-0.02,0.03,0.02,1.0
182550.623,-0.02,0.03,0.02,1.0
182553.331,-0.02,0.03,0.02,1.0
182555.142,-0.02,0.03,0.02,1.0
182559.218,-0.02,0.03,0.02,1.0
182561.638,-0.02,0.03,0.02,1.0
182565.066,-0.02,0.03,0.02,1.0
182568.366,-0.02,0.03,0.02,1.0
182570.189,-0.02,0.03,0.02,1.0
182573.227,-0.02,0.03,0.02,1.0
182576.703,-0.02,0.03,0.02,1.0
182580.635,-0.02,0.03,0.02,1.0
182582.664,-0.02,0.03,0.02,1.0
182585.522,-0.02,0.03,0.02,1.0
182588.12,-0.02,0.03,0.02,1.0
182590.186,-0.02,0.03,0.02,1.0
182593.084,-0.02,0.03,0.02,1.0
182595.693,-0.02,0.03,0.01,1.0
182597.942,-0.02,0.03,0.01,1.0
182600.824,-0.02,0.03,0.01,1.0
182603.738,-0.02,0.03,0.01,1.0
182606.63,-0.02,0.03,0.01,1.0
182609.706,-0.02,0.03,0.01,1.0
182681.812,-0.02,0.03,0.01,1.0
182691.513,-0.02,0.03,0.01,1.0
182692.735,-0.03,0.03,-0.0,1.0
182693.907,-0.03,0.03,-0.01,1.0
182695.545,-0.03,0.03,-0.01,1.0
182699.437,-0.03,0.03,-0.01,1.0
182701.637,-0.03,0.03,-0.01,1.0
182704.817,-0.03,0.03,-0.01,1.0
182706.101,-0.03,0.03,-0.01,1.0
182708.659,-0.03,0.03,-0.01,1.0
182711.657,-0.03,0.03,-0.01,1.0
182714.664,-0.03,0.03,-0.01,1.0
182717.658,-0.03,0.03,-0.01,1.0
182721.193,-0.03,0.03,-0.01,1.0
182723.631,-0.03,0.03,-0.01,1.0
182726.638,-0.03,0.03,-0.02,1.0
182730.347,-0.03,0.03,-0.02,1.0
182732.654,-0.03,0.03,-0.02,1.0
182736.181,-0.03,0.03,-0.02,1.0
182738.627,-0.03,0.03,-0.02,1.0
182741.665,-0.03,0.03,-0.02,1.0
182744.69,-0.03,0.03,-0.02,1.0
182748.352,-0.03,0.03,-0.02,1.0
182750.695,-0.03,0.03,-0.02,1.0
182753.727,-0.03,0.03,-0.02,1.0
182756.64,-0.03,0.03,-0.02,1.0
182759.625,-0.03,0.03,-0.02,1.0
182762.639,-0.03,0.03,-0.02,1.0
182765.686,-0.03,0.03,-0.02,1.0
182768.71,-0.03,0.03,-0.02,1.0
182771.63,-0.03,0.03,-0.02,1.0
182774.638,-0.03,0.03,-0.02,1.0
182778.394,-0.03,0.03,-0.02,1.0
182780.681,-0.03,0.03,-0.02,1.0
182783.645,-0.03,0.03,-0.02,1.0
182786.628,-0.03,0.03,-0.02,1.0
182789.625,-0.03,0.03,-0.02,1.0
182793.316,-0.03,0.03,-0.02,1.0
182795.69,-0.03,0.03,-0.02,1.0
182798.623,-0.03,0.03,-0.02,1.0
182801.667,-0.03,0.03,-0.02,1.0
182804.657,-0.03,0.03,-0.02,1.0
182808.327,-0.03,0.03,-0.02,1.0
182810.688,-0.03,0.03,-0.02,1.0
182813.638,-0.03,0.03,-0.02,1.0
182816.646,-0.03,0.03,-0.02,1.0
182819.636,-0.03,0.03,-0.02,1.0
182823.378,-0.03,0.03,-0.02,1.0
182825.649,-0.03,0.03,-0.02,1.0
182828.824,-0.03,0.03,-0.02,1.0
182831.646,-0.03,0.03,-0.02,1.0
182835.341,-0.03,0.03,-0.02,1.0
182837.63,-0.03,0.03,-0.02,1.0
182840.65,-0.03,0.03,-0.02,1.0
182843.629,-0.03,0.03,-0.02,1.0
182846.642,-0.03,0.03,-0.02,1.0
182850.332,-0.03,0.03,-0.02,1.0
182852.748,-0.03,0.03,-0.02,1.0
182856.007,-0.03,0.03,-0.02,1.0
182858.626,-0.03,0.03,-0.02,1.0
182861.704,-0.03,0.03,-0.02,1.0
182864.66,-0.02,0.03,-0.02,1.0
182868.861,-0.02,0.03,-0.01,1.0
182870.658,-0.02,0.03,-0.01,1.0
182873.628,-0.02,0.03,-0.01,1.0
182876.641,-0.02,0.03,-0.01,1.0
182879.64,-0.02,0.03,-0.01,1.0
182882.647,-0.02,0.03,-0.01,1.0
182885.638,-0.02,0.03,-0.01,1.0
182888.644,-0.02,0.03,-0.01,1.0
182891.633,-0.02,0.03,-0.01,1.0
182895.497,-0.02,0.03,-0.01,1.0
182897.637,-0.02,0.03,-0.01,1.0
182900.72,-0.02,0.03,-0.01,1.0
182903.741,-0.02,0.03,-0.01,1.0
182906.627,-0.02,0.03,-0.01,1.0
182909.638,-0.02,0.03,-0.01,1.0
182913.297,-0.02,0.03,-0.0,1.0
182915.643,-0.02,0.03,-0.0,1.0
182918.624,-0.02,0.03,-0.0,1.0
182921.702,-0.02,0.03,-0.0,1.0
182925.482,-0.02,0.03,-0.0,1.0
182927.77,-0.02,0.03,-0.0,1.0
182930.881,-0.02,0.03,-0.0,1.0
182933.668,-0.02,0.03,-0.0,1.0
182936.64,-0.02,0.03,0.0,1.0
182939.639,-0.02,0.03,0.0,1.0
182943.295,-0.02,0.03,0.0,1.0
182945.633,-0.02,0.03,0.0,1.0
182948.631,-0.02,0.03,0.0,1.0
182951.717,-0.01,0.03,0.0,1.0
182955.453,-0.01,0.03,0.0,1.0
182957.641,-0.01,0.03,0.0,1.0
182960.806,-0.01,0.03,0.01,1.0
182963.654,-0.01,0.03,0.01,1.0
182966.629,-0.01,0.03,0.01,1.0
182970.371,-0.01,0.03,0.01,1.0
182972.643,-0.01,0.03,0.01,1.0
182975.802,-0.01,0.03,0.01,1.0
182978.711,-0.01,0.03,0.01,1.0
182981.707,-0.01,0.03,0.01,1.0
182985.465,-0.01,0.03,0.01,1.0
182987.689,-0.01,0.03,0.01,1.0
182990.815,-0.01,0.03,0.01,1.0
182993.625,-0.01,0.03,0.01,1.0
182996.659,-0.01,0.03,0.01,1.0
182999.628,-0.01,0.03,0.01,1.0
183002.737,-0.01,0.03,0.01,1.0
183006.482,-0.01,0.03,0.01,1.0
183009.314,-0.01,0.03,0.01,1.0
183011.625,-0.01,0.02,0.01,1.0
183014.647,-0.01,0.02,0.01,1.0
183017.649,-0.01,0.02,0.01,1.0
183020.896,-0.01,0.02,0.01,1.0
183023.624,-0.01,0.02,0.01,1.0
183026.678,-0.01,0.02,0.01,1.0
183031.053,-0.01,0.02,0.01,1.0
183033.33,-0.01,0.02,0.01,1.0
183035.77,-0.01,0.02,0.01,1.0
183038.63,-0.01,0.02,0.01,1.0
183041.67,-0.01,0.02,0.01,1.0
183044.669,-0.01,0.02,0.01,1.0
183047.667,-0.01,0.02,0.01,1.0
183050.756,-0.01,0.02,0.01,1.0
183053.72,-0.01,0.02,0.01,1.0
183056.634,-0.01,0.02,0.01,1.0
183060.318,-0.01,0.02,0.01,1.0
183062.639,-0.01,0.02,0.01,1.0
183065.831,-0.01,0.02,0.01,1.0
183068.627,-0.01,0.02,0.01,1.0
183071.626,-0.01,0.02,0.01,1.0
183075.328,-0.01,0.02,0.01,1.0
183077.901,-0.01,0.02,0.01,1.0
183080.739,-0.01,0.02,0.01,1.0
183083.627,-0.01,0.02,0.01,1.0
183086.649,-0.01,0.02,0.01,1.0
183090.368,-0.01,0.02,0.01,1.0
183093.306,-0.01,0.02,0.01,1.0
183095.715,-0.01,0.02,0.01,1.0
183098.627,-0.01,0.03,0.01,1.0
183101.702,-0.01,0.03,0.01,1.0
183105.344,-0.01,0.03,0.01,1.0
183107.703,-0.01,0.03,0.01,1.0
183110.697,-0.01,0.03,0.01,1.0
183113.637,-0.01,0.03,0.01,1.0
183116.652,-0.02,0.03,0.01,1.0
183119.645,-0.02,0.03,0.01,1.0
183122.631,-0.02,0.03,0.0,1.0
183125.815,-0.02,0.03,0.0,1.0
183129.548,-0.02,0.03,0.0,1.0
183132.33,-0.02,0.03,0.0,1.0
183134.644,-0.02,0.03,0.0,1.0
183137.654,-0.02,0.03,0.0,1.0
183140.686,-0.02,0.03,0.0,1.0
183143.633,-0.02,0.03,0.0,1.0
183146.63,-0.02,0.03,0.0,1.0
183150.305,-0.02,0.03,-0.0,1.0
183152.752,-0.02,0.03,-0.0,1.0
183155.742,-0.02,0.03,-0.0,1.0
183158.631,-0.02,0.03,-0.0,1.0
183161.676,-0.02,0.03,-0.0,1.0
183165.333,-0.02,0.03,-0.0,1.0
183167.693,-0.02,0.03,-0.01,1.0
183170.949,-0.02,0.03,-0.01,1.0
183173.635,-0.02,0.03,-0.01,1.0
183176.65,-0.02,0.03,-0.01,1.0
183179.672,-0.02,0.03,-0.01,1.0
183183.295,-0.02,0.03,-0.01,1.0
183185.665,-0.02,0.03,-0.01,1.0
183188.715,-0.02,0.03,-0.01,1.0
183191.626,-0.02,0.03,-0.01,1.0
183195.289,-0.02,0.03,-0.01,1.0
183197.634,-0.02,0.03,-0.01,1.0
183200.641,-0.02,0.03,-0.01,1.0
183203.747,-0.02,0.03,-0.01,1.0
183206.632,-0.02,0.03,-0.01,1.0
183209.648,-0.02,0.03,-0.02,1.0
183213.983,-0.02,0.03,-0.02,1.0
183215.634,-0.02,0.03,-0.02,1.0
183218.643,-0.02,0.03,-0.02,1.0
183221.674,-0.02,0.03,-0.02,1.0
183225.341,-0.02,0.03,-0.02,1.0
183227.761,-0.02,0.03,-0.02,1.0
183230.72,-0.02,0.03,-0.02,1.0
183233.657,-0.02,0.03,-0.02,1.0
183236.675,-0.02,0.03,-0.02,1.0
183239.645,-0.02,0.03,-0.02,1.0
183243.35,-0.02,0.03,-0.02,1.0
183245.794,-0.02,0.03,-0.02,1.0
183248.808,-0.02,0.03,-0.02,1.0
183251.636,-0.02,0.03,-0.02,1.0
183255.319,-0.02,0.03,-0.02,1.0
183257.686,-0.02,0.03,-0.02,1.0
183260.636,-0.02,0.03,-0.02,1.0
183263.65,-0.02,0.03,-0.03,1.0
183266.624,-0.02,0.03,-0.03,1.0
183270.297,-0.02,0.03,-0.03,1.0
183272.687,-0.02,0.03,-0.03,1.0
183275.769,-0.02,0.03,-0.03,1.0
183278.693,-0.02,0.03,-0.03,1.0
183281.681,-0.02,0.03,-0.03,1.0
183284.66,-0.02,0.03,-0.03,1.0
183288.439,-0.02,0.03,-0.03,1.0
183290.661,-0.02,0.03,-0.03,1.0
183293.625,-0.02,0.03,-0.03,1.0
183296.627,-0.02,0.03,-0.03,1.0
183300.299,-0.02,0.03,-0.03,1.0
183302.753,-0.02,0.03,-0.03,1.0
183305.925,-0.02,0.03,-0.03,1.0
183308.627,-0.02,0.03,-0.03,1.0
183311.641,-0.02,0.03,-0.03,1.0
183315.475,-0.02,0.03,-0.03,1.0
183317.703,-0.02,0.03,-0.03,1.0
183320.626,-0.02,0.03,-0.03,1.0
183323.628,-0.02,0.03,-0.03,1.0
183326.645,-0.02,0.03,-0.03,1.0
183330.31,-0.02,0.03,-0.03,1.0
183332.723,-0.02,0.03,-0.03,1.0
183335.629,-0.02,0.03,-0.03,1.0
183338.667,-0.02,0.03,-0.03,1.0
183341.668,-0.02,0.03,-0.03,1.0
183345.337,-0.02,0.03,-0.03,1.0
183347.691,-0.02,0.03,-0.03,1.0
183350.663,-0.02,0.03,-0.03,1.0
183353.747,-0.02,0.03,-0.03,1.0
