timestamp,quatI,quatJ,quatK,quatReal
260319.899,0.09,0.17,0.92,0.33
260329.599,0.09,0.17,0.92,0.33
260330.794,-0.02,-0.02,1.0,0.04
260334.315,-0.02,-0.02,1.0,0.04
260335.74,-0.02,-0.02,1.0,0.04
260338.759,-0.02,-0.02,1.0,0.04
260341.764,-0.02,-0.02,1.0,0.04
260343.364,-0.02,-0.02,1.0,0.04
260345.793,-0.02,-0.02,1.0,0.04
260348.209,-0.02,-0.02,1.0,0.04
260351.428,-0.02,-0.02,1.0,0.04
260353.194,-0.02,-0.02,1.0,0.04
260355.775,-0.02,-0.02,1.0,0.04
260358.873,-0.02,-0.02,1.0,0.04
260361.78,-0.02,-0.02,1.0,0.04
260364.757,-0.02,-0.02,1.0,0.04
260367.795,-0.02,-0.02,1.0,0.04
260370.778,-0.02,-0.02,1.0,0.04
260373.853,-0.02,-0.02,1.0,0.04
260376.828,-0.02,-0.02,1.0,0.04
260379.767,-0.02,-0.02,1.0,0.04
260383.448,-0.02,-0.02,1.0,0.04
260385.779,-0.02,-0.02,1.0,0.04
260388.812,-0.02,-0.02,1.0,0.04
260391.76,-0.02,-0.02,1.0,0.04
260445.894,-0.02,-0.02,1.0,0.04
260455.752,-0.02,-0.02,1.0,0.04
260456.992,-0.02,-0.02,1.0,0.04
260458.192,-0.02,-0.01,1.0,0.04
260460.521,-0.02,-0.01,1.0,0.04
260463.561,-0.02,-0.01,1.0,0.04
260465.978,-0.02,-0.01,1.0,0.04
260468.446,-0.02,-0.01,1.0,0.04
260473.461,-0.02,-0.01,1.0,0.04
260477.099,-0.02,-0.01,1.0,0.04
260480.367,-0.02,-0.01,1.0,0.04
260482.154,-0.02,-0.01,1.0,0.04
260484.869,-0.02,-0.01,1.0,0.04
260487.719,-0.02,-0.01,1.0,0.04
260490.127,-0.02,-0.01,1.0,0.04
260493.601,-0.02,-0.01,1.0,0.04
260495.855,-0.02,-0.01,1.0,0.04
260498.669,-0.02,-0.01,1.0,0.04
260500.7,-0.02,-0.01,1.0,0.04
260502.906,-0.02,-0.01,1.0,0.04
260505.918,-0.02,-0.01,1.0,0.04
260508.905,-0.02,-0.01,1.0,0.04
260511.796,-0.02,-0.01,1.0,0.04
260514.804,-0.02,-0.01,1.0,0.04
260517.794,-0.02,-0.01,1.0,0.04
260520.805,-0.02,-0.01,1.0,0.04
260523.803,-0.02,-0.01,1.0,0.04
260526.768,-0.02,-0.01,1.0,0.04
260530.43,-0.02,-0.01,1.0,0.04
260532.767,-0.02,-0.01,1.0,0.04
260536.212,-0.02,-0.01,1.0,0.04
260538.781,-0.02,-0.01,1.0,0.04
260541.786,-0.02,-0.01,1.0,0.04
260544.765,-0.02,-0.01,1.0,0.04
260548.578,-0.02,-0.01,1.0,0.04
260550.768,-0.02,-0.01,1.0,0.04
260554.213,-0.02,-0.01,1.0,0.04
260556.786,-0.02,-0.01,1.0,0.04
260559.839,-0.02,-0.01,1.0,0.04
260563.45,-0.02,-0.01,1.0,0.04
260565.8,-0.01,-0.01,1.0,0.04
260568.857,-0.01,-0.01,1.0,0.04
260571.772,-0.01,-0.01,1.0,0.04
260574.81,-0.01,-0.01,1.0,0.04
260577.799,-0.01,-0.01,1.0,0.04
260581.463,-0.01,-0.01,1.0,0.04
260583.91,-0.01,-0.01,1.0,0.04
260586.76,-0.01,-0.01,1.0,0.04
260589.757,-0.01,-0.01,1.0,0.04
260592.776,-0.01,-0.01,1.0,0.04
260596.445,-0.01,-0.01,1.0,0.04
260599.264,-0.01,-0.01,1.0,0.04
260601.819,-0.01,-0.01,1.0,0.04
260604.761,-0.01,-0.01,1.0,0.04
260608.704,-0.01,-0.01,1.0,0.04
260610.795,-0.01,-0.01,1.0,0.04
260613.764,-0.01,-0.01,1.0,0.04
260616.762,-0.01,-0.01,1.0,0.04
260619.772,-0.01,-0.0,1.0,0.04
260622.814,-0.01,-0.0,1.0,0.04
260625.868,-0.01,-0.0,1.0,0.04
260628.937,-0.01,-0.0,1.0,0.04
260631.759,-0.01,-0.0,1.0,0.04
260634.937,-0.01,-0.0,1.0,0.04
260637.814,-0.01,-0.0,1.0,0.04
260642.148,-0.01,-0.0,1.0,0.04
260643.927,-0.01,-0.0,1.0,0.04
260646.795,-0.01,-0.0,1.0,0.04
260649.777,-0.01,-0.0,1.0,0.04
260652.775,-0.01,-0.0,1.0,0.04
260657.138,-0.01,-0.0,1.0,0.04
