timestamp,quatI,quatJ,quatK,quatReal
280825.96,0.04,-0.05,-1.0,0.02
280835.788,0.04,-0.05,-1.0,0.02
280836.976,-0.01,0.01,-1.0,0.03
280838.184,-0.01,0.01,-1.0,0.03
280841.652,-0.01,0.01,-1.0,0.03
280844.675,-0.01,0.01,-1.0,0.03
280847.994,-0.01,0.01,-1.0,0.03
280851.03,-0.01,0.01,-1.0,0.03
280854.686,-0.01,0.01,-1.0,0.03
280855.859,-0.01,0.01,-1.0,0.03
280858.966,-0.01,0.01,-1.0,0.03
280863.25,-0.01,0.01,-1.0,0.03
280865.265,-0.01,0.01,-1.0,0.03
280868.299,-0.01,0.01,-1.0,0.04
280871.127,-0.01,0.01,-1.0,0.04
280872.998,-0.01,0.01,-1.0,0.04
280876.433,-0.01,0.01,-1.0,0.04
280878.677,-0.01,0.01,-1.0,0.04
280880.891,-0.01,0.01,-1.0,0.04
280883.53,-0.01,0.01,-1.0,0.04
280885.842,-0.01,0.01,-1.0,0.04
280888.945,-0.01,0.01,-1.0,0.04
280891.857,-0.01,0.01,-1.0,0.04
280894.836,-0.01,0.01,-1.0,0.04
280897.962,-0.01,0.01,-1.0,0.04
280966.966,-0.01,0.01,-1.0,0.04
280976.829,-0.01,0.01,-1.0,0.04
280978.06,-0.01,0.01,-1.0,0.04
280981.112,-0.01,0.01,-1.0,0.04
280984.344,-0.01,0.01,-1.0,0.04
280985.753,-0.01,0.01,-1.0,0.04
280989.007,-0.01,0.02,-1.0,0.04
280992.052,-0.01,0.02,-1.0,0.04
280993.44,-0.01,0.02,-1.0,0.04
280995.898,-0.01,0.02,-1.0,0.04
280998.235,-0.01,0.02,-1.0,0.04
281001.408,-0.01,0.02,-1.0,0.04
281003.263,-0.01,0.02,-1.0,0.04
281007.361,-0.01,0.02,-1.0,0.04
281015.47,-0.01,0.02,-1.0,0.04
281018.819,-0.01,0.02,-1.0,0.04
281027.499,-0.01,0.02,-1.0,0.04
281031.378,-0.01,0.02,-1.0,0.04
281039.56,-0.01,0.02,-1.0,0.04
281043.022,-0.01,0.02,-1.0,0.04
281045.624,-0.01,0.02,-1.0,0.04
281049.321,-0.01,0.02,-1.0,0.04
281053.026,-0.01,0.02,-1.0,0.04
281056.686,-0.01,0.02,-1.0,0.03
281059.577,-0.01,0.02,-1.0,0.03
281068.933,-0.01,0.02,-1.0,0.03
281073.84,-0.01,0.02,-1.0,0.03
281075.757,-0.01,0.02,-1.0,0.03
281077.905,-0.01,0.02,-1.0,0.03
281080.901,-0.01,0.02,-1.0,0.03
281083.856,-0.01,0.02,-1.0,0.03
281086.833,-0.01,0.02,-1.0,0.03
281089.853,-0.01,0.02,-1.0,0.03
281093.527,-0.01,0.02,-1.0,0.03
281095.865,-0.01,0.02,-1.0,0.03
281098.839,-0.01,0.02,-1.0,0.03
281101.87,-0.01,0.03,-1.0,0.03
281104.836,-0.01,0.03,-1.0,0.03
281108.535,-0.01,0.03,-1.0,0.03
281110.923,-0.01,0.03,-1.0,0.03
281113.829,-0.01,0.03,-1.0,0.03
281116.834,-0.01,0.03,-1.0,0.03
281119.842,-0.01,0.03,-1.0,0.03
281123.635,-0.01,0.03,-1.0,0.02
281125.973,-0.01,0.03,-1.0,0.02
281128.919,-0.01,0.03,-1.0,0.02
281131.87,-0.01,0.03,-1.0,0.02
281135.559,-0.01,0.03,-1.0,0.02
281137.889,-0.01,0.03,-1.0,0.02
281140.857,-0.01,0.03,-1.0,0.02
281143.827,-0.01,0.03,-1.0,0.02
281146.939,-0.01,0.03,-1.0,0.02
281150.526,-0.01,0.03,-1.0,0.02
281152.844,-0.01,0.03,-1.0,0.02
281155.864,-0.01,0.03,-1.0,0.02
281158.845,-0.01,0.03,-1.0,0.02
281161.834,-0.01,0.03,-1.0,0.02
281164.839,-0.01,0.03,-1.0,0.02
281168.517,-0.01,0.03,-1.0,0.02
281170.841,-0.01,0.03,-1.0,0.02
281173.846,-0.01,0.03,-1.0,0.02
281176.842,-0.01,0.03,-1.0,0.02
281180.557,-0.01,0.03,-1.0,0.02
281182.961,-0.01,0.03,-1.0,0.01
281186.346,-0.01,0.03,-1.0,0.01
281188.882,-0.01,0.03,-1.0,0.01
281191.868,-0.01,0.03,-1.0,0.01
281194.871,-0.01,0.03,-1.0,0.01
281198.632,-0.01,0.03,-1.0,0.01
281200.871,-0.01,0.03,-1.0,0.01
281203.833,-0.01,0.03,-1.0,0.01
281206.863,-0.01,0.03,-1.0,0.01
281209.86,-0.01,0.03,-1.0,0.01
281213.567,-0.01,0.03,-1.0,0.01
281215.833,-0.01,0.03,-1.0,0.01
281218.842,-0.01,0.03,-1.0,0.01
281222.647,-0.01,0.03,-1.0,0.01
281224.838,-0.01,0.04,-1.0,0.01
281228.263,-0.01,0.04,-1.0,0.01
281230.855,-0.01,0.04,-1.0,0.01
281233.844,-0.01,0.04,-1.0,0.01
281236.847,-0.01,0.04,-1.0,0.01
281240.67,-0.01,0.04,-1.0,0.01
281242.858,-0.01,0.04,-1.0,0.01
281246.27,-0.01,0.04,-1.0,0.01
281248.89,-0.01,0.04,-1.0,0.01
281251.869,-0.01,0.04,-1.0,0.01
281254.869,-0.01,0.04,-1.0,0.01
281258.538,-0.01,0.04,-1.0,0.01
281261.105,-0.01,0.04,-1.0,0.01
281264.054,-0.01,0.04,-1.0,0.01
281266.84,-0.01,0.04,-1.0,0.01
281269.851,-0.01,0.04,-1.0,0.01
281273.602,-0.01,0.04,-1.0,0.01
281276.036,-0.01,0.04,-1.0,0.01
281278.862,-0.01,0.04,-1.0,0.01
281281.835,-0.01,0.04,-1.0,0.01
281284.86,-0.01,0.04,-1.0,0.01
