timestamp,quatI,quatJ,quatK,quatReal
267453.405,0.03,0.05,1.0,0.05
267463.215,0.03,0.05,1.0,0.05
267464.404,0.07,-0.03,-0.83,0.56
267466.602,0.07,-0.03,-0.83,0.55
267468.857,0.07,-0.03,-0.83,0.55
267470.723,0.07,-0.03,-0.83,0.55
267473.942,0.07,-0.03,-0.83,0.55
267475.374,0.07,-0.03,-0.83,0.55
267477.734,0.07,-0.03,-0.83,0.55
267480.325,0.07,-0.03,-0.83,0.55
267483.394,0.07,-0.03,-0.83,0.55
267486.358,0.07,-0.03,-0.83,0.55
267489.324,0.07,-0.03,-0.83,0.55
267492.316,0.07,-0.03,-0.83,0.55
267495.404,0.07,-0.02,-0.83,0.55
267498.307,0.07,-0.02,-0.83,0.55
267501.305,0.06,-0.02,-0.83,0.55
267504.307,0.06,-0.02,-0.83,0.55
267507.985,0.06,-0.02,-0.83,0.55
267510.33,0.06,-0.02,-0.83,0.55
267513.316,0.06,-0.02,-0.83,0.55
267516.3,0.06,-0.02,-0.83,0.55
267519.312,0.06,-0.02,-0.83,0.55
267522.989,0.06,-0.02,-0.83,0.55
267525.342,0.06,-0.02,-0.83,0.55
267573.572,0.06,-0.02,-0.83,0.55
267583.382,0.06,-0.02,-0.83,0.55
267584.638,0.06,-0.01,-0.83,0.55
267585.82,0.06,-0.01,-0.83,0.55
267588.843,0.06,-0.01,-0.83,0.55
267590.882,0.06,-0.01,-0.83,0.55
267593.976,0.06,-0.01,-0.83,0.55
267595.387,0.06,-0.01,-0.83,0.55
267597.828,0.06,-0.01,-0.83,0.55
267600.335,0.06,-0.01,-0.83,0.55
267603.336,0.06,-0.01,-0.83,0.55
267606.336,0.06,-0.01,-0.83,0.55
267609.423,0.06,-0.01,-0.83,0.55
267612.321,0.06,-0.01,-0.83,0.55
267615.315,0.06,-0.01,-0.83,0.55
267618.311,0.06,-0.01,-0.83,0.55
267621.297,0.06,-0.01,-0.83,0.55
267624.318,0.06,-0.0,-0.83,0.55
267628.035,0.06,-0.0,-0.83,0.55
267630.375,0.06,-0.0,-0.83,0.55
267633.526,0.06,-0.0,-0.83,0.55
267636.352,0.06,-0.0,-0.83,0.55
267639.369,0.06,-0.0,-0.83,0.55
267643.787,0.06,-0.0,-0.83,0.55
267645.341,0.06,-0.0,-0.83,0.55
267648.332,0.06,-0.0,-0.83,0.55
267651.302,0.06,-0.0,-0.83,0.55
267654.316,0.06,-0.0,-0.83,0.55
267657.986,0.06,-0.0,-0.83,0.55
267660.329,0.06,-0.0,-0.83,0.55
267663.3,0.06,-0.0,-0.83,0.55
267666.311,0.06,-0.0,-0.83,0.55
267669.311,0.06,-0.0,-0.83,0.55
267672.296,0.06,-0.0,-0.83,0.55
267676.442,0.06,-0.0,-0.83,0.56
267678.967,0.06,-0.0,-0.83,0.56
267681.329,0.06,0.0,-0.83,0.56
267684.404,0.06,0.0,-0.83,0.56
267687.32,0.06,0.0,-0.83,0.56
267690.491,0.06,0.0,-0.83,0.56
267693.331,0.06,0.0,-0.83,0.56
267696.333,0.06,0.0,-0.83,0.56
267699.384,0.06,0.0,-0.83,0.56
267703.668,0.06,0.0,-0.83,0.56
267706.168,0.06,0.0,-0.83,0.56
267708.512,0.06,0.0,-0.83,0.56
267711.301,0.06,0.0,-0.83,0.56
267714.307,0.06,0.0,-0.83,0.56
267717.313,0.06,0.0,-0.83,0.56
267720.733,0.06,0.0,-0.83,0.56
267723.311,0.06,0.0,-0.83,0.56
267726.327,0.06,0.0,-0.83,0.56
267729.303,0.06,0.0,-0.83,0.56
267733.029,0.06,0.0,-0.82,0.56
267735.517,0.06,0.0,-0.82,0.56
267738.3,0.06,0.0,-0.82,0.56
267741.972,0.06,0.0,-0.82,0.56
267744.312,0.06,0.0,-0.82,0.57
267747.323,0.06,0.0,-0.82,0.57
267750.47,0.06,0.0,-0.82,0.57
267753.354,0.06,0.0,-0.82,0.57
267757.011,0.06,0.0,-0.82,0.57
267759.453,0.06,0.0,-0.82,0.57
267762.338,0.06,0.0,-0.82,0.57
267765.521,0.06,0.0,-0.82,0.57
267768.316,0.06,0.0,-0.82,0.57
267771.382,0.06,0.0,-0.82,0.57
267775.008,0.06,0.0,-0.82,0.57
267777.319,0.06,0.0,-0.82,0.57
267780.489,0.06,0.0,-0.82,0.57
267783.416,0.06,0.0,-0.82,0.57
267786.321,0.06,0.0,-0.82,0.57
267789.293,0.06,0.0,-0.82,0.58
267792.308,0.06,0.0,-0.82,0.58
267795.414,0.06,0.0,-0.81,0.58
267798.99,0.06,0.0,-0.81,0.58
267802.0,0.06,0.0,-0.81,0.58
267804.309,0.06,0.0,-0.81,0.58
267807.298,0.06,0.0,-0.81,0.58
267810.397,0.06,0.0,-0.81,0.58
267813.349,0.06,0.0,-0.81,0.58
267816.331,0.06,0.0,-0.81,0.58
267823.829,0.06,0.0,-0.81,0.58
267827.129,0.06,0.0,-0.81,0.58
267833.969,0.06,0.0,-0.81,0.59
267837.433,0.06,0.0,-0.81,0.59
267839.028,0.06,0.0,-0.81,0.59
267842.691,0.06,0.0,-0.81,0.59
267844.92,0.06,0.0,-0.81,0.59
267848.576,0.06,0.0,-0.81,0.59
267850.01,0.06,0.0,-0.81,0.59
267854.307,0.06,0.0,-0.81,0.59
267856.124,0.06,0.0,-0.81,0.59
267857.55,0.06,0.0,-0.8,0.59
267860.9,0.06,0.0,-0.8,0.59
267864.146,0.06,0.0,-0.8,0.59
267865.948,0.06,0.0,-0.8,0.59
267869.206,0.06,0.0,-0.8,0.59
267870.982,0.06,0.0,-0.8,0.59
267873.794,0.06,0.0,-0.8,0.59
267875.473,0.06,0.0,-0.8,0.59
267876.867,0.06,0.0,-0.8,0.59
267879.434,0.06,0.0,-0.8,0.59
267882.399,0.06,0.0,-0.8,0.59
267885.406,0.06,0.0,-0.8,0.59
267888.327,0.06,0.0,-0.8,0.59
267891.33,0.06,0.0,-0.8,0.59
267894.344,0.06,0.0,-0.8,0.59
267897.313,0.06,0.0,-0.8,0.59
267900.469,0.06,0.01,-0.8,0.59
267903.293,0.06,0.01,-0.8,0.59
267906.302,0.06,0.01,-0.8,0.6
267909.402,0.06,0.01,-0.8,0.6
267912.341,0.06,0.01,-0.8,0.6
267915.944,0.06,0.01,-0.8,0.6
267919.683,0.06,0.01,-0.8,0.6
267921.329,0.06,0.01,-0.8,0.6
267924.309,0.06,0.01,-0.8,0.6
267927.304,0.06,0.01,-0.8,0.6
267930.296,0.06,0.01,-0.8,0.6
267933.41,0.06,0.01,-0.8,0.6
267936.42,0.06,0.01,-0.8,0.6
267940.021,0.06,0.01,-0.8,0.6
267943.096,0.06,0.01,-0.8,0.6
267945.38,0.06,0.01,-0.8,0.6
267948.338,0.06,0.01,-0.8,0.6
267951.331,0.06,0.01,-0.8,0.6
267954.989,0.06,0.01,-0.8,0.6
267957.305,0.06,0.01,-0.8,0.6
267960.321,0.06,0.01,-0.8,0.6
267963.294,0.06,0.01,-0.8,0.6
267966.306,0.06,0.01,-0.8,0.6
267969.995,0.06,0.01,-0.8,0.6
267972.393,0.06,0.01,-0.8,0.6
267975.299,0.06,0.01,-0.8,0.6
267978.301,0.06,0.01,-0.8,0.6
267981.983,0.06,0.01,-0.8,0.6
267984.403,0.06,0.01,-0.8,0.6
267987.36,0.06,0.01,-0.8,0.6
267990.323,0.06,0.01,-0.8,0.59
267993.41,0.06,0.01,-0.8,0.59
267996.328,0.06,0.01,-0.8,0.59
268000.064,0.06,0.01,-0.8,0.59
268002.374,0.06,0.01,-0.8,0.59
268005.574,0.06,0.01,-0.8,0.59
268008.442,0.06,0.01,-0.8,0.59
268011.336,0.06,0.01,-0.8,0.59
268014.322,0.06,0.01,-0.8,0.59
268017.999,0.06,0.02,-0.8,0.59
268020.301,0.06,0.02,-0.8,0.59
268023.307,0.06,0.02,-0.8,0.59
268027.022,0.06,0.02,-0.8,0.59
268029.315,0.06,0.02,-0.8,0.59
268032.326,0.06,0.02,-0.8,0.59
268035.309,0.06,0.02,-0.8,0.59
268038.371,0.06,0.02,-0.8,0.59
268041.304,0.06,0.02,-0.8,0.59
268044.494,0.06,0.02,-0.8,0.59
268047.374,0.06,0.02,-0.8,0.59
268050.301,0.06,0.02,-0.8,0.59
268053.312,0.06,0.02,-0.8,0.59
268056.291,0.06,0.02,-0.8,0.59
268060.086,0.06,0.02,-0.8,0.59
268062.382,0.06,0.02,-0.8,0.59
268065.33,0.06,0.02,-0.8,0.59
268068.343,0.06,0.02,-0.8,0.59
268071.329,0.06,0.02,-0.8,0.59
268074.991,0.06,0.02,-0.8,0.59
268077.323,0.06,0.02,-0.8,0.59
268080.303,0.06,0.02,-0.8,0.6
268083.417,0.06,0.02,-0.8,0.6
268086.992,0.06,0.02,-0.8,0.6
268089.316,0.06,0.02,-0.8,0.6
268092.942,0.06,0.02,-0.8,0.6
268095.299,0.06,0.02,-0.8,0.6
268098.301,0.06,0.02,-0.8,0.6
268101.324,0.06,0.02,-0.8,0.6
268104.993,0.06,0.02,-0.8,0.6
268107.334,0.06,0.02,-0.8,0.6
