timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
21,-3.45,-0.46,7.09,0.25,0.11,-0.28
37,-0.57,-0.15,8.88,0.06,0.03,0.13
56,1.99,1.3,11.76,-0.02,-0.12,0.03
76,-0.3,-1.34,8.27,0.07,0.06,0.18
97,3.91,0.77,10.84,-0.02,0.02,0.06
117,0.0,0.23,8.66,0.02,0.17,0.14
137,-1.34,-0.38,9.42,-0.07,-0.03,0.02
157,0.34,-0.46,10.88,-0.06,0.02,0.02
177,-1.65,-1.46,8.82,0.01,0.2,-0.06
196,-1.23,1.99,6.82,-0.11,0.06,-0.15
217,-1.23,1.99,6.82,-0.16,-0.11,-0.25
237,-1.23,1.99,6.82,-0.09,-0.14,-0.18
257,-2.34,-0.5,10.65,-0.02,0.02,-0.17
277,-2.22,1.27,7.7,0.04,0.35,-0.12
297,0.08,-1.61,9.0,-0.05,-0.27,-0.12
316,-1.65,-1.3,9.73,0.03,-0.11,-0.08
336,-2.49,-0.57,10.3,0.06,-0.09,0.06
357,0.5,-1.38,9.46,0.06,0.01,0.06
377,-1.88,-1.07,8.2,0.01,-0.04,0.05
397,2.8,-1.3,7.01,-0.01,-0.23,-0.01
417,-0.8,-0.15,7.51,-0.0,-0.1,0.01
437,1.3,-0.04,8.46,-0.02,-0.07,-0.06
456,1.27,-0.11,10.15,-0.01,-0.09,-0.04
477,0.92,-0.69,11.04,0.03,-0.1,-0.03
497,0.73,-1.46,12.83,0.03,0.07,-0.06
517,1.27,0.38,12.87,0.03,0.16,-0.1
537,-0.19,0.04,8.16,-0.02,0.03,-0.1
557,-1.61,1.65,8.31,-0.04,0.04,-0.11
576,0.38,-0.11,9.3,-0.07,-0.15,-0.09
597,4.98,-1.3,8.92,-0.01,-0.16,-0.01
617,0.8,-1.15,10.88,0.05,0.23,-0.02
637,0.8,-1.15,10.88,0.0,-0.06,0.05
657,3.26,-3.33,13.87,-0.07,-0.18,0.06
676,1.65,-3.91,15.06,0.12,0.04,0.18
696,1.72,0.5,9.2,0.17,0.18,0.19
716,-3.79,3.18,9.54,0.06,0.35,0.14
737,-1.95,0.19,9.73,-0.07,-0.21,-0.02
757,3.07,-0.08,7.73,-0.12,-0.24,-0.06
777,-3.64,-2.26,9.16,-0.04,0.13,-0.07
796,5.94,-1.38,6.82,-0.08,-0.29,-0.06
816,5.94,-1.38,6.82,-0.01,0.03,0.02
837,0.38,-0.96,11.64,0.01,0.08,0.06
857,0.38,-0.96,11.64,-0.04,-0.09,0.08
877,-1.65,-0.69,11.22,0.01,0.26,0.03
897,-1.65,-0.69,11.22,-0.04,-0.1,0.08
917,3.03,-1.0,12.98,-0.05,-0.16,0.08
936,3.03,-1.0,12.98,0.02,-0.06,0.1
956,3.83,-1.38,9.65,-0.05,0.13,-0.03
976,3.83,-1.38,9.65,-0.05,0.18,-0.13
997,-1.53,-0.54,5.21,-0.08,-0.13,-0.09
1017,-1.53,-0.54,5.21,-0.03,0.06,-0.12
1037,0.73,-0.92,9.54,-0.02,0.15,-0.11
1056,-1.19,-0.3,8.01,-0.08,0.06,-0.13
1076,-1.19,-0.3,8.01,-0.02,0.06,-0.02
1096,-0.08,-0.69,9.0,0.02,0.07,0.04
1117,-0.08,-0.69,9.0,0.01,0.02,-0.0
1137,-0.08,-0.69,9.0,-0.06,-0.02,-0.08
1157,-0.08,-0.69,9.0,-0.03,0.04,-0.07
1176,2.49,-0.23,9.58,-0.05,0.04,-0.09
1196,-0.77,0.54,9.04,-0.04,0.01,-0.05
1216,0.23,0.27,9.58,-0.07,0.03,-0.06
1236,2.26,-0.04,9.27,-0.11,-0.09,-0.1
1257,3.26,-0.15,10.54,-0.12,0.03,-0.13
1277,3.26,-0.15,10.54,-0.1,0.15,-0.14
1297,1.76,0.42,9.12,-0.13,0.05,-0.14
1316,3.64,0.23,8.96,-0.18,-0.14,-0.07
1336,0.69,-0.92,10.84,-0.14,-0.01,-0.05
1356,1.07,-0.84,11.0,-0.13,0.03,-0.03
1376,0.5,-1.76,8.42,-0.12,-0.0,-0.01
1397,0.5,-1.76,8.42,-0.12,0.0,-0.06
1417,-1.76,0.42,6.28,-0.15,0.05,-0.1
1437,1.65,-0.88,10.42,-0.19,-0.28,-0.03
1456,3.37,-2.95,12.48,-0.17,-0.27,0.01
1476,0.92,-1.84,11.72,-0.04,-0.04,0.09
1497,0.19,-1.3,9.54,-0.08,0.19,-0.04
1516,0.61,-1.34,8.62,-0.1,0.16,-0.09
1537,0.61,-1.34,8.62,-0.12,-0.12,-0.2
1557,2.07,-1.84,11.34,-0.09,0.0,-0.2
1576,-0.46,-1.65,9.84,-0.1,0.02,-0.29
1596,0.54,0.15,9.5,-0.06,0.13,-0.36
1617,0.77,0.23,9.16,-0.09,0.06,-0.37
1637,1.61,0.61,8.23,-0.1,-0.0,-0.31
1657,1.07,1.15,8.46,-0.11,0.01,-0.33
1676,0.8,0.19,10.11,-0.09,0.05,-0.35
1696,0.34,0.57,7.31,-0.15,0.02,-0.5
1716,5.21,-0.92,8.46,-0.14,-0.02,-0.53
1736,-0.77,-0.84,10.0,-0.12,0.01,-0.56
1756,0.46,-1.91,9.04,-0.11,0.31,-0.69
1777,5.86,-1.42,8.32,-0.17,-0.24,-0.64
1796,-1.99,-1.23,14.13,-0.15,-0.25,-0.61
1817,1.95,-1.15,9.23,0.06,0.49,-0.52
1836,1.49,-0.46,9.69,-0.05,-0.04,-0.47
1856,-0.3,-0.5,11.38,-0.05,-0.04,-0.47
1876,1.53,-1.76,9.23,0.04,0.09,-0.33
1896,-0.54,-2.38,12.34,0.04,0.09,-0.33
1917,-0.54,-2.38,12.34,0.11,-0.01,-0.19
1937,-0.46,-2.03,9.84,0.12,0.02,-0.18
1956,5.32,-0.11,13.33,0.16,0.18,-0.24
1976,-0.96,-1.57,6.97,0.16,0.18,-0.24
1996,5.09,-2.84,15.86,0.12,0.13,-0.26
2017,2.87,1.23,10.04,0.12,0.07,-0.15
2037,0.11,-0.04,10.77,0.14,0.23,-0.15
2057,0.08,0.69,6.59,0.04,-0.05,-0.17
2077,1.0,-1.46,8.01,0.04,-0.18,-0.15
2096,0.61,-0.8,10.65,0.04,-0.18,-0.15
2116,1.42,-1.88,9.8,0.04,-0.18,-0.15
2136,0.27,-1.07,9.31,0.09,0.07,-0.14
2156,0.73,-1.38,9.69,0.13,0.1,-0.12
2177,0.19,-1.27,9.0,0.13,0.1,-0.12
2196,-0.42,-0.65,9.2,0.1,-0.02,-0.23
2216,0.61,-0.34,10.45,0.1,-0.02,-0.23
2236,3.75,-0.19,10.57,0.07,-0.03,-0.39
2256,-3.33,2.11,9.43,0.07,-0.03,-0.39
2276,3.07,-0.73,9.35,0.06,-0.03,-0.32
2296,0.92,-3.07,10.3,0.08,-0.07,-0.33
2317,1.15,0.23,10.11,0.08,-0.07,-0.33
2336,2.3,-2.18,9.31,0.08,-0.02,-0.19
2356,3.87,-1.91,9.73,0.08,-0.02,-0.19
2376,2.41,-1.27,8.62,0.15,-0.04,0.1
2397,0.34,-2.53,10.07,0.15,-0.04,0.1
2416,2.38,-2.57,8.58,0.15,-0.04,0.1
2438,1.49,-2.45,9.42,0.15,-0.04,0.1
2456,0.08,-1.38,9.61,0.25,0.13,0.28
2476,-0.08,-0.92,8.5,0.25,0.13,0.28
2496,2.95,-2.45,9.69,0.22,-0.17,0.37
2517,0.57,-0.46,9.12,0.22,-0.17,0.37
2537,1.07,-1.53,12.45,0.22,-0.17,0.37
2556,0.19,-2.03,7.01,0.22,0.08,0.35
2577,2.61,-0.11,12.34,0.14,-0.17,0.39
2596,1.65,-0.8,10.69,0.12,-0.19,0.43
2617,-0.11,-1.42,8.85,0.12,-0.19,0.43
2637,0.65,0.27,8.81,0.23,0.1,0.6
2656,1.53,-1.61,8.62,0.15,-0.21,0.64
2676,0.92,-1.38,9.8,0.17,-0.11,0.71
2696,0.27,-1.3,8.7,0.17,-0.0,0.71
2717,0.92,-1.11,9.84,0.15,-0.1,0.67
2737,-0.15,-0.96,9.77,0.13,-0.11,0.71
2756,1.0,-1.8,9.23,0.11,-0.08,0.6
2776,1.0,-0.96,9.46,0.09,-0.04,0.56
2797,0.84,-0.65,9.65,0.06,-0.03,0.54
2816,1.3,-0.57,10.23,0.05,0.01,0.52
2837,0.69,-0.38,8.73,0.04,-0.04,0.54
2857,0.42,0.77,10.15,0.05,0.02,0.54
2877,0.88,-0.19,9.58,0.02,0.0,0.55
2896,1.46,0.65,10.35,-0.05,0.0,0.46
2917,-0.04,1.0,9.0,-0.09,0.07,0.28
2937,1.53,0.42,9.39,-0.12,-0.01,0.2
2957,0.27,0.11,10.0,-0.15,-0.03,0.05
2977,1.19,-0.04,9.65,-0.16,0.07,-0.1
2997,0.8,-0.34,9.0,-0.19,0.06,-0.19
3017,2.18,0.19,10.19,-0.2,0.07,-0.3
3036,1.46,-0.15,9.08,-0.22,0.06,-0.41
3057,1.0,-0.04,9.89,-0.21,0.08,-0.41
3077,1.07,-0.42,9.5,-0.21,0.02,-0.43
3097,1.38,-0.42,9.96,-0.22,0.03,-0.4
3117,0.5,-0.65,9.35,-0.19,0.09,-0.37
3137,1.0,-0.61,9.2,-0.18,-0.03,-0.32
3156,1.11,-1.23,10.07,-0.18,0.01,-0.31
3177,0.88,-1.15,9.93,-0.16,0.06,-0.31
3197,0.8,-1.42,10.0,-0.14,0.05,-0.31
3217,1.27,-1.68,9.5,-0.13,-0.03,-0.28
3237,0.11,-1.95,11.38,-0.11,0.06,-0.24
3257,1.46,-2.34,8.66,-0.11,-0.03,-0.24
3276,1.3,-2.61,8.46,-0.05,0.02,-0.21
3297,-0.42,-1.46,10.84,-0.06,0.09,-0.2
3317,2.18,-2.03,8.92,-0.03,-0.06,-0.11
3338,0.5,-0.61,11.3,0.02,0.02,0.0
3357,1.07,-1.04,8.77,0.01,0.06,0.05
3377,1.11,-0.5,8.62,-0.0,-0.05,0.08
3397,0.92,-0.15,9.8,-0.02,0.0,0.08
3417,1.0,-0.04,9.39,-0.03,-0.0,0.1
3437,1.42,-0.38,9.58,-0.04,0.0,0.11
3458,1.3,-1.04,9.84,-0.05,0.0,0.08
3477,1.04,-0.38,9.65,-0.06,0.01,0.07
3497,0.27,-0.46,9.0,-0.07,0.07,0.05
3517,0.88,-0.8,9.0,-0.09,-0.05,0.06
3537,1.57,-0.92,9.42,-0.07,-0.0,0.05
3557,0.04,-1.04,10.3,-0.09,0.11,0.0
3577,1.0,-1.57,10.41,-0.1,0.02,-0.01
3597,-0.27,-1.23,9.92,-0.07,-0.01,0.03
3616,-0.27,-1.23,9.92,-0.05,0.01,0.07
3637,-0.8,-1.04,9.34,-0.07,-0.02,0.08
3656,-0.57,-1.23,10.34,-0.1,-0.01,0.07
3677,1.0,-1.46,8.92,-0.1,-0.01,0.09
3697,-0.77,-1.27,10.65,-0.06,0.1,0.13
3717,0.69,-0.5,8.27,-0.06,0.04,0.18
3738,-0.92,-0.42,9.5,-0.06,-0.02,0.21
3757,0.15,-0.54,10.15,-0.04,0.02,0.24
3777,-0.65,0.73,9.23,-0.07,0.03,0.23
3796,-1.34,-1.19,9.58,-0.1,0.07,0.19
3817,-1.0,-2.11,10.0,-0.01,-0.03,0.12
3838,-0.84,-2.07,9.16,0.08,-0.01,0.12
3857,-1.27,-1.72,8.5,-0.04,0.03,0.01
3877,-1.27,-1.72,8.5,-0.05,-0.01,-0.03
3897,-0.38,-4.06,10.65,0.09,-0.01,0.04
3917,-1.11,-4.25,10.39,0.19,0.03,0.14
3937,2.38,-1.34,8.88,0.09,0.02,0.14
3957,2.38,-1.34,8.88,-0.0,0.0,0.14
3977,1.61,0.19,9.61,-0.0,-0.03,0.16
3996,1.61,0.19,9.61,0.02,-0.03,0.17
4017,0.73,0.77,10.0,-0.01,0.06,0.12
4037,0.73,0.77,10.0,-0.06,-0.01,0.09
4057,1.46,0.69,9.16,-0.11,0.0,0.05
4077,1.46,0.69,9.16,-0.18,0.07,-0.04
4097,0.77,0.15,9.43,-0.23,0.01,-0.1
4117,0.34,-1.11,9.43,-0.25,0.03,-0.17
4137,0.34,-1.11,9.43,-0.26,0.06,-0.26
4157,0.61,-2.3,9.73,-0.25,0.02,-0.32
4177,0.61,-2.3,9.73,-0.23,0.07,-0.36
4197,-0.54,-2.99,9.5,-0.2,0.06,-0.4
4216,-0.54,-2.99,9.5,-0.18,0.01,-0.39
4237,-0.15,-3.26,9.23,-0.16,0.06,-0.38
4257,-0.15,-3.26,9.23,-0.13,0.06,-0.35
4277,-0.04,-2.22,9.27,-0.09,0.02,-0.26
4297,-0.04,-2.22,9.27,-0.09,0.03,-0.22
4317,-0.19,-1.68,9.42,-0.1,0.02,-0.17
4337,-0.19,-1.68,9.42,-0.09,0.01,-0.12
4357,-0.11,-1.15,9.5,-0.09,0.03,-0.08
4377,-0.34,-0.8,9.54,-0.1,0.03,-0.07
4397,-0.34,-0.8,9.54,-0.11,0.01,-0.08
4417,-0.34,-1.15,9.5,-0.12,0.02,-0.11
4437,-0.34,-1.15,9.5,-0.12,0.03,-0.14
4457,-0.42,-1.84,9.27,-0.12,0.01,-0.15
4476,-0.42,-1.84,9.27,-0.12,0.03,-0.17
4497,-0.27,-2.11,9.5,-0.12,0.03,-0.18
4517,-0.23,-2.45,9.3,-0.12,0.02,-0.18
4537,-0.27,-2.61,9.42,-0.1,0.02,-0.16
4557,-0.27,-2.61,9.42,-0.07,0.01,-0.12
4577,-0.27,-2.91,9.38,-0.04,0.01,-0.08
4596,-0.27,-2.91,9.38,-0.02,0.0,-0.05
4617,-0.27,-2.76,9.5,-0.01,0.0,-0.04
4637,-0.23,-2.38,9.42,-0.01,-0.0,-0.04
4657,-0.23,-2.38,9.42,0.0,0.0,-0.06
4677,0.0,-2.03,9.46,0.01,0.01,-0.1
4697,-0.04,-1.49,9.34,-0.0,0.01,-0.16
4716,-0.08,-1.42,9.3,-0.01,0.02,-0.19
4736,-0.08,-1.42,9.3,-0.02,-0.0,-0.18
4757,0.08,-2.07,9.35,-0.05,-0.0,-0.16
4777,-0.61,-1.38,9.39,-0.05,0.03,-0.11
4797,-0.38,-2.34,9.61,-0.01,0.02,-0.09
4817,-0.57,-2.99,9.0,0.02,-0.03,0.09
4837,-0.23,-2.91,9.12,-0.01,-0.04,0.06
4856,-1.3,-3.18,9.65,0.04,0.01,0.13
4877,-0.77,-1.95,9.92,0.08,0.02,0.18
4897,-1.07,-1.27,9.2,0.06,0.0,0.18
4917,-1.04,-1.88,9.61,0.02,-0.03,0.13
4837,-0.23,-2.91,9.12,-0.01,-0.04,0.06
4856,-1.3,-3.18,9.65,0.04,0.01,0.13
4877,-0.77,-1.95,9.92,0.08,0.02,0.18
4897,-1.07,-1.27,9.2,0.06,0.0,0.18
