timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
18,-0.38,-0.46,9.3,0.03,0.01,0.36
31,0.65,0.61,8.78,0.15,0.01,0.25
51,-0.92,0.61,8.16,0.08,-0.07,0.24
71,0.88,-0.27,9.96,0.08,-0.12,0.24
91,1.07,-0.8,10.35,0.08,-0.12,0.24
111,-0.84,-0.08,8.78,0.14,0.07,0.29
132,-0.65,-0.46,9.12,0.04,0.03,0.23
152,-1.72,-1.11,9.96,0.03,-0.05,0.18
171,0.96,-0.42,10.04,0.05,-0.08,0.2
191,-1.72,0.23,8.96,0.05,0.06,0.22
212,-0.46,1.38,10.57,-0.03,0.04,0.19
232,0.15,-0.15,10.8,-0.03,0.04,0.19
251,-1.8,-0.3,8.81,0.01,0.03,0.31
271,-1.11,0.34,9.77,0.01,0.02,0.3
291,-0.42,-1.23,9.73,-0.04,-0.05,0.21
311,-0.42,-0.54,9.73,-0.05,0.05,0.16
331,-0.92,-1.42,8.35,-0.01,0.04,0.15
351,-0.15,-0.46,8.08,-0.04,-0.01,0.16
371,0.15,0.0,10.69,-0.01,-0.04,0.21
392,0.73,-0.69,10.73,-0.03,0.0,0.2
412,1.3,-0.34,10.34,-0.03,0.02,0.2
431,-0.69,0.5,9.04,-0.06,0.1,0.15
451,-1.61,0.57,8.74,-0.16,0.05,0.1
471,0.8,-1.04,8.39,-0.17,-0.21,0.08
491,1.19,-1.11,10.92,-0.17,-0.21,0.08
512,-0.38,-0.27,10.77,-0.06,0.23,0.07
532,0.57,0.92,7.85,-0.09,0.23,0.02
571,-1.95,0.88,8.82,-0.17,0.0,-0.08
591,0.27,-0.38,9.08,-0.15,-0.1,-0.02
611,-0.27,-0.19,11.07,-0.06,0.07,0.07
633,-0.88,-1.46,9.65,-0.08,0.05,0.04
652,-2.8,-0.84,7.97,-0.06,0.08,0.1
671,-1.19,-0.84,7.73,-0.11,-0.05,0.07
692,1.27,-1.38,12.48,-0.04,-0.06,0.06
711,-0.73,-1.46,8.74,-0.03,0.14,0.09
731,-0.19,-0.42,8.89,-0.12,0.01,-0.01
751,-0.27,0.69,9.88,-0.09,-0.01,0.07
772,-0.69,0.15,9.12,-0.04,-0.09,0.2
791,-2.8,-0.42,10.65,-0.06,0.1,0.23
812,-0.15,-0.57,9.77,-0.07,-0.01,0.2
832,0.08,-1.0,10.35,-0.11,-0.0,0.16
852,-2.07,-0.69,10.04,-0.11,0.09,0.16
871,-0.54,-0.5,8.62,-0.17,-0.02,0.13
893,-0.65,-0.65,9.35,-0.16,-0.04,0.15
912,2.03,-0.57,11.38,-0.18,-0.06,0.06
932,-1.49,-0.11,9.31,-0.16,0.26,-0.03
951,0.11,0.92,7.93,-0.21,-0.01,-0.03
