timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
22,3.56,0.04,10.23,0.16,0.12,0.37
41,1.65,-0.65,11.0,0.12,-0.24,0.38
61,-1.95,1.15,10.15,0.2,-0.02,0.39
81,-6.86,1.34,7.93,0.04,0.36,0.17
101,-3.79,0.38,6.16,-0.01,-0.07,0.32
121,-3.79,0.38,6.16,0.06,-0.33,0.4
141,0.8,-2.18,9.54,0.06,-0.12,0.32
161,0.8,-2.18,9.54,0.02,-0.05,0.16
181,-0.8,-0.15,9.93,-0.04,-0.08,0.16
201,-0.15,-0.5,12.76,-0.04,-0.04,-0.17
221,0.61,1.19,9.16,-0.08,0.2,-0.27
241,0.04,-0.54,7.97,-0.12,0.0,-0.37
261,0.11,-0.19,9.61,-0.05,0.04,-0.36
280,0.23,0.54,8.84,-0.06,0.09,-0.35
301,-2.45,1.42,8.7,-0.06,0.25,-0.24
321,-1.15,0.15,6.62,-0.05,0.09,-0.07
341,-0.42,-2.18,8.92,0.02,-0.29,0.24
361,-1.04,-0.38,10.19,0.12,0.02,0.47
381,-1.04,-0.38,10.19,0.1,-0.07,0.49
401,-1.46,-3.33,8.46,0.1,-0.0,0.6
421,-0.19,-2.84,11.38,0.15,-0.15,0.57
441,-2.72,-2.64,9.2,0.17,0.07,0.54
460,-3.18,-0.27,7.73,0.14,0.3,0.47
481,-3.18,-0.27,7.73,0.03,-0.11,0.47
501,0.11,-2.3,9.12,0.05,-0.32,0.52
521,-0.3,-0.27,10.61,0.07,-0.07,0.41
541,-1.11,-0.46,11.19,-0.08,0.16,0.24
561,-1.57,3.6,3.83,-0.06,-0.14,0.23
581,2.99,-1.23,13.52,-0.06,-0.34,0.13
601,-0.08,0.3,10.5,0.02,0.02,0.12
621,-0.08,0.3,10.5,-0.15,0.22,-0.12
641,-0.08,0.3,10.5,-0.19,0.03,-0.45
661,-0.08,0.3,10.5,-0.16,0.32,-0.33
681,0.92,4.02,5.32,-0.28,-0.11,-0.38
701,0.27,-2.41,13.52,-0.28,-0.17,-0.3
721,8.62,0.46,13.45,-0.11,-0.2,-0.32
741,-1.27,-0.5,10.84,-0.19,0.37,-0.78
761,-1.27,-0.5,10.84,-0.27,0.47,-0.62
781,-1.27,-0.5,10.84,-0.2,-0.22,-0.36
801,-0.96,-2.3,13.79,0.12,-0.21,0.11
821,0.08,-1.72,11.68,0.07,0.14,0.02
841,-3.22,0.69,8.12,-0.1,0.28,-0.25
861,-3.26,-0.8,9.58,-0.09,-0.0,-0.54
881,0.88,1.49,9.12,-0.04,-0.14,-0.6
901,0.88,1.49,9.12,-0.09,0.19,-0.62
921,0.88,1.49,9.12,-0.12,-0.07,-0.52
941,2.03,0.34,9.96,-0.07,-0.05,-0.34
961,-0.69,-0.96,10.73,-0.03,0.09,-0.21
980,-0.69,-0.96,10.73,0.05,0.02,0.01
