timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
Right
7,2.45,2.53,8.85,-0.01,0.00,0.00
19,2.45,2.53,8.85,0.00,0.00,-0.00
21,2.45,0.34,10.57,0.00,0.00,-0.00
22,2.45,0.34,10.57,-0.05,0.03,-0.27
26,-3.68,0.50,6.63,-0.05,0.03,-0.27
31,-3.68,0.50,6.63,-0.09,0.13,-0.26
37,-4.67,1.53,6.86,-0.09,0.13,-0.26
41,-0.69,-1.53,7.66,-0.09,0.13,-0.26
46,-1.99,0.15,8.39,-0.09,0.13,-0.26
51,0.27,-1.57,10.00,-0.09,0.13,-0.26
57,0.46,-0.34,10.57,-0.09,0.13,-0.26
61,2.41,-1.91,13.14,-0.09,0.13,-0.26
66,2.91,-0.84,13.18,-0.09,0.13,-0.26
72,2.91,-0.84,13.18,-0.06,0.09,-0.21
76,-0.30,-2.14,11.49,-0.06,0.09,-0.21
81,0.34,-1.88,10.91,-0.06,0.09,-0.21
87,-0.42,-1.27,11.26,-0.06,0.09,-0.21
91,2.18,-0.34,12.26,-0.06,0.09,-0.21
96,2.30,-0.04,11.45,-0.06,0.09,-0.21
101,0.19,0.15,9.93,-0.06,0.09,-0.21
107,0.19,0.15,9.93,-0.01,0.06,-0.18
111,-1.34,-0.19,7.70,-0.01,0.06,-0.18
116,-0.38,-0.69,7.74,-0.01,0.06,-0.18
122,1.49,-1.34,9.38,-0.01,0.06,-0.18
126,0.96,-0.11,10.49,-0.01,0.06,-0.18
131,1.80,-0.38,9.84,-0.01,0.06,-0.18
136,-0.65,-0.38,8.35,-0.01,0.06,-0.18
142,-0.65,-0.38,8.35,-0.04,0.09,-0.20
146,-0.42,-0.92,8.73,-0.04,0.09,-0.20
151,-1.30,-0.61,8.88,-0.04,0.09,-0.20
157,-1.30,-0.61,8.88,0.01,-0.04,-0.16
162,-0.77,-0.08,7.59,0.01,-0.04,-0.16
166,-0.77,-0.08,7.59,0.01,-0.14,-0.15
171,0.65,-0.23,9.50,0.01,-0.14,-0.15
177,2.49,-1.00,9.65,0.01,-0.14,-0.15
182,1.72,-0.42,10.65,0.01,-0.14,-0.15
186,1.72,-0.42,10.65,0.01,-0.03,-0.15
191,1.65,-1.65,8.50,0.01,-0.03,-0.15
