timestamp,quatI,quatJ,quatK,quatReal
165950783,-0.04,-0.01,-0.72,0.69
165960523,-0.04,-0.01,-0.72,0.69
165961706,-0.01,-0.01,1.0,0.02
165963133,-0.01,-0.01,1.0,0.02
165966796,-0.01,-0.02,1.0,0.02
165969412,-0.01,-0.02,1.0,0.02
165971040,-0.01,-0.02,1.0,0.02
165974891,-0.01,-0.02,1.0,0.02
165976110,-0.01,-0.02,1.0,0.02
165980405,-0.01,-0.02,1.0,0.02
165983753,-0.01,-0.02,1.0,0.02
165987202,-0.01,-0.02,1.0,0.02
165988391,-0.01,-0.02,1.0,0.02
165991903,-0.01,-0.02,1.0,0.02
165996126,-0.01,-0.02,1.0,0.02
165997930,-0.01,-0.02,1.0,0.02
166001598,-0.01,-0.02,1.0,0.03
166004325,-0.01,-0.02,1.0,0.03
166005931,-0.01,-0.02,1.0,0.03
166009326,-0.01,-0.02,1.0,0.03
166012054,-0.01,-0.02,1.0,0.03
166013744,-0.01,-0.02,1.0,0.03
166016630,-0.01,-0.02,1.0,0.03
166019657,-0.01,-0.02,1.0,0.03
166022642,-0.01,-0.02,1.0,0.03
166094801,-0.01,-0.02,1.0,0.03
166104540,-0.01,-0.02,1.0,0.03
166105734,-0.01,-0.03,1.0,0.03
166106912,-0.01,-0.03,1.0,0.03
166108580,-0.01,-0.03,1.0,0.03
166110181,-0.01,-0.03,1.0,0.03
166113582,-0.01,-0.03,1.0,0.03
166115663,-0.01,-0.03,1.0,0.03
166118651,-0.01,-0.03,1.0,0.03
166121656,-0.01,-0.03,1.0,0.03
166124623,-0.01,-0.03,1.0,0.03
166127757,-0.01,-0.03,1.0,0.03
166130695,-0.01,-0.03,1.0,0.03
166133633,-0.01,-0.03,1.0,0.03
166136624,-0.0,-0.03,1.0,0.03
166139611,-0.0,-0.03,1.0,0.03
166143311,-0.0,-0.03,1.0,0.03
166145644,-0.0,-0.03,1.0,0.03
166148640,-0.0,-0.03,1.0,0.03
166151631,-0.0,-0.03,1.0,0.03
166154727,-0.0,-0.03,1.0,0.03
