timestamp,quatI,quatJ,quatK,quatReal
518723232,0.02,0.01,-1.0,0.03
518733103,0.02,0.01,-1.0,0.03
518734292,0.0,0.03,0.73,0.68
518736507,0.0,0.03,0.73,0.68
518737898,0.0,0.03,0.73,0.68
518739715,0.0,0.03,0.73,0.68
518742562,0.0,0.03,0.73,0.68
518746404,-0.0,0.03,0.73,0.68
518748622,-0.0,0.03,0.73,0.68
518751545,-0.0,0.03,0.73,0.68
518753133,-0.0,0.03,0.73,0.68
518756136,-0.0,0.03,0.73,0.68
518759119,-0.0,0.03,0.73,0.68
518762122,-0.0,0.03,0.73,0.68
518765137,-0.0,0.03,0.73,0.68
518768140,-0.0,0.03,0.73,0.68
518771118,-0.0,0.03,0.73,0.68
518774804,-0.0,0.03,0.73,0.68
518777145,-0.0,0.03,0.73,0.68
518780220,-0.0,0.03,0.73,0.68
518783159,-0.0,0.03,0.73,0.68
518786145,-0.0,0.03,0.73,0.68
518789125,-0.0,0.03,0.73,0.68
518792882,-0.0,0.03,0.73,0.68
518795179,-0.0,0.03,0.73,0.68
518846216,-0.0,0.03,0.73,0.68
518856042,-0.0,0.03,0.73,0.68
518857269,-0.0,0.03,0.73,0.68
518858447,-0.0,0.03,0.73,0.68
518860106,-0.0,0.03,0.73,0.68
518862120,-0.0,0.03,0.73,0.68
518865275,-0.0,0.03,0.73,0.68
518867437,-0.0,0.03,0.73,0.68
518870194,-0.0,0.03,0.73,0.68
518873164,-0.0,0.03,0.73,0.68
518876137,-0.0,0.03,0.73,0.68
518879248,-0.0,0.03,0.73,0.68
518882152,-0.0,0.03,0.73,0.68
518885153,-0.0,0.03,0.73,0.68
518888176,-0.0,0.03,0.73,0.68
518891121,-0.0,0.03,0.73,0.68
518894190,-0.0,0.03,0.73,0.68
518897808,-0.0,0.03,0.73,0.68
518900151,-0.0,0.03,0.73,0.68
518903154,-0.0,0.03,0.73,0.68
518906170,-0.0,0.03,0.73,0.68
518909161,-0.0,0.03,0.73,0.68
518912841,-0.0,0.03,0.73,0.68
518915169,-0.0,0.03,0.73,0.68
518918126,-0.0,0.03,0.73,0.68
518921124,-0.0,0.03,0.73,0.68
518924860,-0.0,0.03,0.73,0.68
518927158,-0.0,0.03,0.73,0.68
518930684,-0.0,0.03,0.73,0.68
518933125,-0.0,0.03,0.73,0.68
518936129,-0.0,0.03,0.73,0.68
518939138,-0.0,0.03,0.73,0.68
518942826,-0.0,0.03,0.73,0.68
518945127,-0.0,0.03,0.73,0.68
518948123,-0.0,0.03,0.73,0.68
518951134,-0.0,0.03,0.73,0.68
518954200,-0.0,0.03,0.73,0.68
518957800,-0.0,0.03,0.73,0.68
518960125,-0.0,0.03,0.73,0.68
518963125,-0.0,0.03,0.73,0.68
518966176,-0.0,0.03,0.73,0.68
518969993,-0.0,0.03,0.73,0.68
518972721,-0.0,0.03,0.73,0.68
518975168,-0.0,0.03,0.73,0.68
518978153,-0.0,0.03,0.73,0.68
518981133,-0.0,0.03,0.73,0.68
518984913,-0.0,0.03,0.73,0.68
518987157,-0.0,0.03,0.73,0.68
518990138,-0.0,0.03,0.73,0.68
518993143,-0.0,0.03,0.73,0.68
518996207,-0.0,0.03,0.73,0.68
518999986,-0.0,0.03,0.73,0.68
519002141,-0.0,0.03,0.73,0.68
519005407,-0.0,0.03,0.73,0.68
519008224,-0.0,0.03,0.73,0.68
519011117,-0.0,0.03,0.73,0.68
519014128,-0.0,0.03,0.73,0.68
519017792,-0.0,0.03,0.73,0.68
519020140,-0.0,0.03,0.73,0.68
519023115,-0.0,0.03,0.73,0.68
519026175,-0.0,0.03,0.73,0.68
519029254,-0.0,0.03,0.73,0.68
519032829,-0.0,0.03,0.74,0.68
519035391,-0.0,0.03,0.74,0.68
519038124,-0.0,0.03,0.74,0.68
519041117,-0.0,0.03,0.74,0.68
519044879,-0.0,0.03,0.74,0.68
519047134,-0.0,0.03,0.74,0.67
519050283,-0.0,0.03,0.74,0.67
519053120,-0.0,0.03,0.74,0.67
519056150,-0.0,0.03,0.74,0.67
519059241,-0.0,0.03,0.74,0.67
519062136,-0.0,0.03,0.74,0.67
519065288,-0.0,0.03,0.74,0.67
519068122,-0.0,0.03,0.74,0.67
519071126,-0.0,0.03,0.74,0.67
519074120,-0.0,0.03,0.74,0.67
519077799,-0.0,0.03,0.74,0.67
519080300,-0.0,0.03,0.74,0.67
519083120,-0.0,0.03,0.74,0.67
519086191,-0.0,0.03,0.74,0.67
519089849,-0.01,0.03,0.74,0.67
519092837,-0.01,0.03,0.74,0.67
519095335,-0.01,0.03,0.74,0.67
519098204,-0.01,0.03,0.74,0.67
519101150,-0.01,0.03,0.74,0.67
